은행명,상품종류,상품이름,조항,조항이름,조항내용
우리은행,대출,전 세 대 대 출 출 대 이 환 동 대 시 출 스 서 템 비 을 스 통 이 한 용 약 관,제11조,(고객의 의무),"① 고객은 본 약관에서 고지하는 내용을 확인하고 준수하여야 합니다.
② 고객은 서비스를 이용하여 기존대출을 상환하고 신규대출을 실행 시 스스로의 책임 하에 서비스 이용 신청에 동의하고 상환을 진행하여야 합니다.
③ 고객은 서비스와 관련하여 본인의 명의가 도용되거나 제3자에게 부정하게 사용된 것을 인지하는 경우 즉시 그 사실을 금융회사에 통보하여야 합니다."
우리은행,대출,전 세 대 대 출 출 대 이 환 동 대 시 출 스 서 템 비 을 스 통 이 한 용 약 관,제12조,(약관의 변경),"「은행여신거래기본약관」, 「보험회사 여신거래기본약관」의 약관의 변경 조항을 준용합니다."
우리은행,대출,전 세 대 대 출 출 대 이 환 동 대 시 출 스 서 템 비 을 스 통 이 한 용 약 관,제13조,(이 약관에 정하지 아니한 사항) ① 이 약관에서 정하지 아니한 사항은 각 호를 준용합니다.,"1. 은행의 경우 「은행여신거래기본약관」
2. 보험회사의 경우 「보험회사 여신거래기본약관」
② 동 조 제1항에서 정하지 않은 사항에 대하여는 다른 약정이 없으면 「은행법」, 「보험업법」등 관계법령을 적용합니다."
우리은행,대출,전 세 대 대 출 출 대 이 환 동 대 시 출 스 서 템 비 을 스 통 이 한 용 약 관,제14조,(분쟁처리 및 분쟁조정),"이 약관의 분쟁처리 및 분쟁조정에 대해서는 「은행여신거래기본약관」, 「보험회사 여신거래기본약관」
을 준용합니다."
우리은행,대출,전 세 대 대 출 출 대 이 환 동 대 시 출 스 서 템 비 을 스 통 이 한 용 약 관,제15조,(관할법원),"이 약관과 관련하여 발생한 분쟁의 관할법원은 민사소송법에서 정하는 바에 따릅니다.
부 칙

이 약관은 2024. 6. 3. 부터 시행합니다.

< 변경 이력 > 변경일자 관련조항 내 용 비 고
2024.01.30 - 약관 제정 대출이동 가능기간 확대 시행 후
2024.06.03 제7조2항 (개정전) 기존 전세계약의 잔여 만기가 50% 이상일 때에만 가입고객 적용 (개정후) 기존 전세계약 만료일 6개월 이전까지만"
우리은행,대출,주 택 담 보 대 대 출 출 이 대 동 환 시 대 스 출 템 서 을 비 통 스 한 이 용 약 관,제1조,(목적),이 약관은 “대출이동시스템을 통한 주택담보대출 대환대출서비스”를 이용하는 고객과 금융회사 간의 서비스 이용에 관한 제반 사항을 규정함을 목적으로 합니다.
우리은행,대출,주 택 담 보 대 대 출 출 이 대 동 환 시 대 스 출 템 서 을 비 통 스 한 이 용 약 관,제2조,(용어의 정의),"① 이 약관에서 사용하는 용어의 정의는 다음의 각 호와 같습니다.
1. “대출이동시스템을 통한 주택담보대출 대환대출서비스”(이하 “본 서비스”)라 함은 고객이 대출 이동시스템을 통해 본인명의 주택담보대출을 일괄조회하여 기존대출을 상환하고, 신규대출을 실행할
수 있는 서비스를 의미합니다.
2. “대출이동시스템”이라함은 고객으로부터 대출 정보조회 및 상환, 말소접수에 대한 위임을 받은 금융회사 등이 금융결제원을 통해 금융회사에 개설된 고객의 대출정보를 일괄조회하고, 조회한 대출을 상환 하고 말소접수를 처리할 수 있는 온라인 시스템을 의미합니다.
3. “신규기관”이란 타사 대출 대환을 전제로 신규대출을 취급하는 금융회사를 의미합니다.
4. “보유기관”이란 상환할 기존대출을 보유한 금융회사를 의미합니다.
5. “주택담보대출”이라 함은 금융회사가 주택을 담보로 취급하는 가계대출을 의미합니다. 단, 주택 종류가 아파트 또는 신규기관의 실시간 시세조회*가 가능한 공동주택(연립주택, 다세대주택, 도시형생활 주택)·오피스텔(주거용)인 경우에만 본 서비스의 대상에 해당합니다.
* 실시간 시세 유무는 KB시세 또는 한국부동산원 시세를 기준으로 하되, 이외의 시세 활용 여부는 신규기관이 자율 결정함
6. “상환”이라 함은 대출원리금 및 제비용 등의 채무금액의 전체를 변제하고 해당 대출을 해지하는 것 까지 포함합니다.
7. “금융회사”라 함은 본 서비스에 참가 중인 은행, 저축은행, 캐피탈사, 보험회사 등을 의미합니다.
8. “비대면 채널”이라 함은 인터넷 홈페이지 또는 모바일 애플리케이션 등을 의미합니다.
9. “말소”란 신규기관이 채무를 상환하여 기설정된 근저당권을 해지하는 것을 의미합니다.
10. “말소접수”란 신규기관이 보유기관 앞으로 근저당권의 말소처리를 요청하는 것을 의미합니다.
② 이 약관에서 별도로 정하지 아니한 용어는 「은행법」, 「상호저축은행법」,「여신전문금융업법」, 「보 험업법」「전자금융거래법」등에서 정하는 바에 따릅니다."
우리은행,대출,주 택 담 보 대 대 출 출 이 대 동 환 시 대 스 출 템 서 을 비 통 스 한 이 용 약 관,제3조,(이용대상),"본 서비스는 19세 미만 미성년자 및 외국인을 제외한 개인에 한해 이용할 수 있으며 법인, 임의단체
는 이용할 수 없습니다."
우리은행,대출,주 택 담 보 대 대 출 출 이 대 동 환 시 대 스 출 템 서 을 비 통 스 한 이 용 약 관,제4조,(이용채널),고객은 금융회사의 영업점 또는 비대면 채널(이하 “이용채널”)에서 본 서비스를 이용할 수 있습니다.
우리은행,대출,주 택 담 보 대 대 출 출 이 대 동 환 시 대 스 출 템 서 을 비 통 스 한 이 용 약 관,제5조,(이용방법),고객은 본 서비스를 제공하는 금융회사의 정책에 따른 본인확인 및 고유식별번호 검증을 마친 후 본 서 비스를 이용할 수 있습니다.
우리은행,대출,주 택 담 보 대 대 출 출 이 대 동 환 시 대 스 출 템 서 을 비 통 스 한 이 용 약 관,제6조,(대출정보조회),"① 고객은 이용채널에서 제5조에 의한 검증 완료 후 본 서비스에 참가한 금융회사에 개설된 고객 본인 명의 주택담보대출 정보를 조회할 수 있습니다. 그러나 보유기관에서 확인된 사망자 및 주민등록번호 중복자 대출, 피후견인 명의로 신청한 대출 관련 정보는 본 서비스를 통해 조회할 수 없습니다.
② 고객이 특정 금융회사에 본인명의 대출을 30개 초과하여 보유하고 있는 경우에는, 본 서비스를 통해 30개까지의 대출정보만 조회 가능합니다."
우리은행,대출,주 택 담 보 대 대 출 출 이 대 동 환 시 대 스 출 템 서 을 비 통 스 한 이 용 약 관,제7조,"(대출실행, 대출상환 및 말소접수)","① 고객은 이용채널에서 신규기관과 본 서비스 관련 계약(약정)을 체결함으로써 신규대출 실 행 및 보유기관에 개설되어 있는 주택담보대출을 상환할 수 있습니다. 다만, 제6조에 따른 대 출정보조회 이후 금융회사의 심사 절차 등이 필요함에 따라, 고객이 신규대출을 실행할 때까
지 일정 시일이 소요될 수 있습니다.
② 고객은 신규기관에게 기존대출 상환 및 말소접수를 위임하고, 위임받은 신규기관은 보유기관 상환 계좌(가상계좌 등)에 입금처리를 통해 기존대출을 상환하며 보유기관으로 기존대출과 관련된 근저당권 말소접수를 요청합니다. 말소접수 요청을 받은 보유기관은 보유기관과 제휴된 법무사 또는 신규기관과 제휴된 법무사를 통해 말소를 처리합니다.
③「금융소비자보호법」 제46조(청약의 철회)에 의거하여 철회권 행사 가능한 대출, 연체대출, 선납이
자 환출 불가한 대출, 본 서비스 이용 신청 당일 부채증명원 및 예금잔액증명서가 발급된 대출, 신규대출 취급일로부터 6개월이 경과하지 않은 대출, 주택 종류가 아파트 또는 신규기관의 실시간 시세조회가 가능한 공동주택(연립주택, 다세대주택, 도시형생활주택)·오피스텔(주거용)이 아닌 주택담보대출, 견질담보*
가 있는 주택담보대출, 후취담보대출 (잔금대출중 신청일기준 주택담보취득 되지않은 경우), 유동화 대 출(주택금융공사의 보금자리론 등), 집단대출(중도금,이주비 등) 등의 경우에는 본 서비스를 통한 대출 상환이 불가합니다.
* 견질담보 : 정식담보로 취득할수 있는 대상이 아닌 담보물
④ 기존대출 상환 실패 시 신규기관에서 실행된 신규대출 계약은 취소됩니다.
⑤ 기존대출 상환 결과를 확인할 수 없을 경우, 신규대출계약과 기존대출 상환요청은 취소될 수 있으며, 상환 결과가 확인 완료될 때까지 대출금 지급이 제한될 수 있습니다.
⑥ 「금융소비자보호법」 제46조(청약의 철회)에 의거한 대출계약 철회는 신규기관을 통해 실행한 신규대 출계약에만 적용되며, 대출이동시스템을 통해서 정상적으로 상환 완료한 기존대출은 상환 취소할 수 없 습니다.
⑦ 신규대출 연계계좌에서 기존대출 상환을 위한 상환금액이 출금되어 자동으로 기존대출을 상환할 수 있습니다.
⑧ 신규기관은 고객의 기존대출과 관련하여 선납금액이 있는 경우에, 고객에게 선납금액이 있음을 안 내하여야 합니다.
⑨ 고객이 신규기관을 통해 특정 대출에 대하여 본 서비스를 통한 대출상환을 요청한 이후에는 당
일 내 다른 금융회사를 통해 해당 대출에 대하여 본 서비스를 통한 대출상환을 요청할 수 없습니다.
⑩ 동 조 제9항에도 불구하고 고객이 신규기관을 통해 특정 대출에 대하여 본 서비스를 통한 대출 상환을 요청한 이후, 고객의 추가적인 의사 표시에 따라 대출상환 요청을 취소하거나 대환대 출이 취소 처리(신규기관 장애 등)된 경우에는 당일 내 금융회사를 통해 다시 본 서비스를 통한 대출상환을 요청할 수 있습니다.
⑪ 고객은 대출이동시스템으로 기존대출이 상환되면 기존대출과 관련된 근저당권이 말소되기 이전
에 해당 근저당권을 유용하여 새로운 대출을 신청 및 실행할 수 없습니다."
우리은행,대출,주 택 담 보 대 대 출 출 이 대 동 환 시 대 스 출 템 서 을 비 통 스 한 이 용 약 관,제8조,(위험의 고지 및 동의),"① 본 서비스는 온라인 시스템을 통해 제공되는 서비스로, 시스템의 제약으로 인해 기존대출의 상환 실패 등이 발생하는 경우 고객에게 의도하지 않은 불이익이 발생할 위험이 있습니다.
② 신규기관은 제1항의 내용을 서비스 화면 또는 홈페이지 등을 통해 고객에게 고지하며 고객은 이에 대해 동의를 한 후에 본 서비스를 이용할 수 있습니다.
③ 제2항의 조치는 신규기관이 고객에 대해 부담하는 법률적 책임에 영향을 미치지 않습니다."
우리은행,대출,주 택 담 보 대 대 출 출 이 대 동 환 시 대 스 출 템 서 을 비 통 스 한 이 용 약 관,제9조,(장애 시의 처리),"금융회사는 통신장애 등의 사유로 인하여 대출이동서비스를 원활하게 제공하는 것이 불가능한 경우에
는 이용채널을 통해 고객에게 이를 즉시 통지하여야 합니다."
우리은행,대출,주 택 담 보 대 대 출 출 이 대 동 환 시 대 스 출 템 서 을 비 통 스 한 이 용 약 관,제10조,(손해배상 및 면책),"① 고객이 정상적으로 서비스를 신청하였음에도 불구하고, 신규기관의 고의 또는 과실로 고객에게 손 해가 발생한 경우 신규기관은 손해의 전부 또는 일부를 배상합니다. 단, 신규기관이 고객의 고의 또는 과실이 있었음을 증명하거나 보유기관 또는 금융결제원의 고의 또는 과실로 손해가 발생한 경우 손해
에 대한 책임의 전부 또는 일부를 지지 아니합니다.
② 제1항에도 불구하고, 고객이 비대면 채널을 통해 본 서비스를 이용하는 과정에서 발생한 손해에 관 한 신규기관의 배상책임에 대해서는 전자금융거래법 등 다른 법령 및 전자금융거래기본약관에 고객에게 유리하게 적용할 수 있는 규정이 있는 경우에는 해당 법령 및 약관이 우선 적용됩니다."
우리은행,대출,주 택 담 보 대 대 출 출 이 대 동 환 시 대 스 출 템 서 을 비 통 스 한 이 용 약 관,제11조,(고객의 의무),"① 고객은 본 약관에서 고지하는 내용을 확인하고 준수하여야 합니다.
② 고객은 서비스를 이용하여 기존대출을 상환하고 신규대출을 실행 시 스스로의 책임 하에 서비스 이용 신청에 동의하고 상환을 진행하여야 합니다.
③ 고객은 서비스와 관련하여 본인의 명의가 도용되거나 제3자에게 부정하게 사용된 것을 인지하는 경우 즉시 그 사실을 금융회사에 통보하여야 합니다."
우리은행,대출,주 택 담 보 대 대 출 출 이 대 동 환 시 대 스 출 템 서 을 비 통 스 한 이 용 약 관,제12조,(약관의 변경),"「은행여신거래기본약관」, 「상호저축은행 여신거래기본약관」, 「여신금융회사 표준 여신거래기본약관」, 「보험회사 여신거래기본약관」의 약관의 변경 조항을 준용합니다."
우리은행,대출,주 택 담 보 대 대 출 출 이 대 동 환 시 대 스 출 템 서 을 비 통 스 한 이 용 약 관,제13조,(이 약관에 정하지 아니한 사항) ① 이 약관에서 정하지 아니한 사항은 각 호를 준용합니다.,"1. 은행의 경우 「은행여신거래기본약관」
2. 저축은행의 경우 「상호저축은행 여신거래기본약관」
3. 캐피탈사의 경우 「여신금융회사 표준 여신거래기본약관」
4. 보험회사의 경우 「보험회사 여신거래기본약관」
② 동 조 제1항에서 정하지 않은 사항에 대하여는 다른 약정이 없으면 「은행법」, 「상호저축은행 법」,「여신전문금융업법」, 「보험업법」등 관계법령을 적용합니다."
우리은행,대출,주 택 담 보 대 대 출 출 이 대 동 환 시 대 스 출 템 서 을 비 통 스 한 이 용 약 관,제14조,(분쟁처리 및 분쟁조정),"이 약관의 분쟁처리 및 분쟁조정에 대해서는 「은행여신거래기본약관」,「상호저축은행 여신거래기본약 관」, 「여신금융회사 표준 여신거래기본약관」, 「보험회사 여신거래기본약관」을 준용합니다."
우리은행,대출,주 택 담 보 대 대 출 출 이 대 동 환 시 대 스 출 템 서 을 비 통 스 한 이 용 약 관,제15조,(관할법원),"이 약관과 관련하여 발생한 분쟁의 관할법원은 민사소송법에서 정하는 바에 따릅니다.
부 칙
1. 이 약관은 2024. 1 . 9 .부터 시행합니다.
2. 이 약관은 2024. 9. 30.부터 개정 시행합니다.

<변경 이력> 변경일자 관련조항 내 용 비 고
2024.01.09 - 약관 제정
구 분 변경 전 변경 후 아파트 (좌동) 제2조①항 시행 후
2024.09.30 주택종류 (추가) 연립/다세대주택 제7조③항 가입고객 적용 확대 (추가) 도시형생활주택 (추가) 오피스텔(주거용)"
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제 1조,(목 적),"이약관은 주식회사우리은행 (이하 ""은행""이라합니다)과“은행""이 제공하는『기업간 e-구매전자 결제서비스』(이하 ""서비스""라 합니다)를 이용하고자 하는 기업(이하 ""거래기업""이라 합니다.)간
의 원할하고 공정한 ""서비스""이용에 관한 제반사항을 정함을 목적으로 합니다."
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제2조,(용어의 정의),"이 약관에서 사용하는 용어의 정의는 다음과 같습니다 .
1.""e-MP(Market Place)""라 함은 온라인 시장으로써 기업간 전자적 형태의 상거래를 할 수 있도록 마련된 시장 또는 상거래 시장을 운영하는 기업을 말합니다.
2.""물품""이라 함은 상거래 대상이 되는 모든 유무형의 재화 및 용역을 말합니다.
3.""판매기업""이라 함은 e-MP 에서 ""물품""을 판매하고 ""서비스""를 이용하여 대금결제를 받는 업체 또는 구매기업에 물품을 판매하는 e-MP기업을 말합니다.
4.""구매기업""이라 함은 e-MP 에서 ""물품""을 구매하고 ""서비스""를 이용하여 구매대금을 지급하는 업체 또는 판매기업으로부터 물품을 구매하는 e-MP기업을 말합니다.
5.""거래기업""이라 함은 ""판매기업"" 또는 ""구매기업""을 말합니다.
6.""결제수단""이라 함은 기업구매자금대출, 기업구매카드대출(기업구매카드), 외상매출채권전자대 출, 현금 등으로써, ""서비스""결제를 위하여 ""거래기업""이 결제시 선택할 수 있는 수단을 말합 니다.
7.""일반거래""라 함은 ""구매기업""이 e-MP를 통하여 ""판매기업""으로부터 구매한 ""물품""의 구매대 금을 은행의 결제보장없이 ""구매기업""의 신용만으로 결제하는 방식을 말합니다.
8.""지급지시""라 함은 ""일반거래""에서 ""구매기업""이 ""판매기업""에게 사전에 지정된 ""결제수단""을 이용하여 구매대금을 결제하도록 은행에게 지시하는 행위를 말합니다.
9.""매매보호거래""라 함은 e-MP를 통한 ""거래기업""간 매매계약과 관련하여 물품의 인도와 구매 대금의 결제가 원할하게 이루어질 수 있도록 은행이 결제대금의 ""지급위탁"" 사실을 확인하여 결제를 보장하는 방식을 말합니다.
10.""지급위탁""이라 함은 ""매매보호거래""에서 ""구매기업""이 은행에 구매대금지급의 위탁을 지시하 거나, 구매카드 승인 또는 외상매출채권의 발행과 관련된 ""인수통지예정일""을 통보하는 행위를 말합니다.
11.""인수확인""이라 함은 ""매매보호거래""에서 ""구매기업""이 ""판매기업""으로부터 매매계약 물품을 인수받은 후, 은행에 ""지급위탁""한 구매대금을 ""판매기업""에게 지급하도록 지시하거나 구매카 드의 승인 또는 외상매출채권의 발행을 지시하는 행위를 말합니다.
12.""결제예정일""이라 함은 ""거래기업""이 e-MP 에게 매매계약 체결시 ""지급지시"" 또는 ""지급위탁""
을 하기로 예정한 날을 말합니다.
(8 - 1)

13.""인수통지예정일""이라 함은 ""구매기업""이 ""은행""에 ""인수확인""을 하기로 예정한 날을 말합니다.
14.""재접수""라 함은 e-MP를 통해 은행에 전송된 ""거래기업""간 정상적 매매계약체결 내역을 e-MP
의 오류 또는 ""거래기업""간 상호합의 하에 변경할 필요가 있을 경우, e-MP가 이미 은행에게 전송한 내역을 재전송하는 행위를 말합니다.
15.""매매계약변경""이라 함의 e-MP가 이미 체결된 매매계약의 내용을 변경하고자 하는 ""거래기 업""의 의뢰를 받아 은행에 기 통보한 매매계약의 내용을 변경하는 행위를 말합니다.
16.""매매계약취소""라 함은 e-MP가 이미 체결된 매매계약의 내용을 취소하고자 하는 ""거래기업""
의 의뢰를 받아 은행에 기 통보한 매매계약의 내용을 취소하는 행위를 말합니다.
17.""지급위탁변경""이라 함은 ""매매보호거래""에서 은행이 e-MP로부터 통보된 ""매매계약변경""내역
을 ""거래기업""의 승인을 확인하여 이미 지급위탁된 금액 또는 정보를 변경하는 행위를 말합니
다.
18.""지급취탁취소""라 함은 ""매매보호거래""에서 은행이 e-MP로부터 통보된 ""매매계약취소""내역을 ""거래기업""의 승인을 확인하여 이미 지급위탁된 금액 또는 정보를 취소하는 행위를 말합니다.
19.""은행이용수수료""라 함은 ""거래기업""이 ""서비스""를 이용하는 대가로 ""은행""에게 지급하는 금전
을 말합니다.
20.""e-MP중개수수료""라 함은 ""거래기업""이 ""서비스""를 이용하는 대가로 e-MP에게 지급하는 요금 으로써, 은행이 징수하여 e-MP에게 지급하도록 합니다."
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제3조,(서비스 이용방법),"① ""거래기업""은 은행의 기업용 인터넷뱅킹에 가입한 후, 컴퓨터 등 전자적 수단을 통하여 ""서비 스""를 이용할 수 있습니다.
② ""거래기업""은 전자거래기본법 및 전자서명법 소정의 공인인증기관이 발급한 인증서에 의거한 전자서명을 이용하여 거래를 하여야 합니다.
③ ""거래기업""은 ""서비스""이용을 위하여 ""서비스""이용 신청 후 은행으로부터 승인을 받아야 하며, ""현금""거래를 제외한 다른 ""결제수단""을 이용하고자 하는 경우에는 결제수단별로 은행과 별 도의 약정을 체결해야 합니다.
④ ""거래기업""은 ""서비스""이용을 위한 약정체결시 입금계좌, 지급계좌 등 중요사항을 정확하게 기입하여야 하며, 중요사항의 변경시 지체없이 은행에 서면통보를 하여야 합니다."
