은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,6,중도상환수수료,"이 약정에 의한 대출기간 중에 대출(한도)금액의 전부 또는 일부를 상환(한도해지 또는 한도감액)하는 경우에는 제2항에서 정하는 계산방법에 따라 은행에 중도상환수①
수료를 지급하여야 합니다.
② 중도상환수수료는 중도상환(한도해지 또는 한도감액)원금 × 수수료율 × (잔존일수 ÷ 대출기간)으로 합니다.
1. 수수료율은 제1조 제10항에서 정한 율을 적용하기로 하며 대출기간 중에 담보변경 등이 있는 경우에도 대출취급 당시의 수수료율에 따르기로 합니다.
2.  잔존일수는 상환방법에 관계없이 제1조 제4항의 대출개시일로부터 대출기간 만료일까지의 일수에서 상환(한도해지 또는 한도감액)일까지의 경과일수를 차감하여 계
산하되, 대출개시일로부터 대출기간 만료일(기한연장 포함)까지의 일수가 3년을 초과하는 경우에는 3년째 되는 날을 대출기간 만료일로 합니다.
3.  대출기간은 대출실행방법에 관계없이 제1조 제4항의 대출개시일로부터 대출기간 만료일까지의 일수로 계산하되, 대출개시일로부터 대출기간 만료일(기한연장 포함)
까지의 일수가 3년을 초과하는 경우에는 3년째 되는 날을 대출기간 만료일로 합니다.
③ 제1항에 불구하고 다음 각호의 1에 해당하는 경우 또는 은행에서 별도로 정한 경우에는 중도상환수수료를 면제합니다.
1. 매월 납부하는 할부금에 포함된 대출원금
2. 기한의 이익상실 등으로 은행이 법적조치(경매, 소송 등)를 통해 대출금을 기일 전에 회수하는 경우
3. 은행여신거래기본약관(가계용) 제10조(은행으로부터 상계)의 사유로 예금과 대출금의 전부 또는 일부를 상계하는 경우
4. 잔여대출기간이 3개월 미만인 경우. 다만, 잔여대출기간은 기한전 중도상환일 다음날부터 대출기간 만료일까지 기간으로서 월단위 미만은 버립니다."
KB_bank,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,7,대출금 지급방법 등,"①  이 약정에 의한 채무가 있는 때에는 종합통장기본계좌 및 가계당좌예금 (이하 “모계좌”라 합니다)에 입금된 자금(증권류의 금액은 결제될 때까지 이 자금에서 제외하며,
입금된 증권 등은 이 약정에 의한 채무의 담보로서 은행에 양도한 것으로 합니다)은 자동적으로 대출금 변제에 충당하기로 합니다.
②  모계좌에 대해 그 잔액을 초과해서 지급요구하거나 정기적으로 지급금 및 각종 요금 등의 자동납부 요구가 있는 때에는, 모계좌를 통해 대출금을 지급하거나 자동납부
하는 것으로 합니다.
③  은행은 어음·수표대금의 지급 등을 위하여 필요한 경우에는 본인에게 사전통지를 하지 않더라도, 제1조 제3항의 대출한도를 초과하여 지급할 수 있습니다. 이 경우 본
인은 초과된 금액을 곧 갚기로 합니다.
④  이자 및 지연배상금은 모계좌에서 인출하거나 제1조 제3항의 한도금액 이내에서만 대출금에 더하기로 하며, 한도금액 부족으로 원금에 가산되지 못한 미납이자는 곧 갚
기로 합니다.
⑤  원금에 가산된 이자가 한도금액에 도달하여 한도금액의 부족으로 이자의 일부라도 원금에 가산되지 않은 경우에는, 그 부족금액을 곧 변제하거나 해당 모계좌에 변제를
위하여 입금하기로 하며, 모계좌에 입금된 자금은 미납이자 및 지연배상금 변제에 최우선적으로 충당하기로 합니다."
KB_bank,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,8,가계당좌예금을 모계좌로 하는 대출특약,"①  모계좌가 가계당좌예금인 종합통장자동대출 및 가계당좌대출의 경우, 이 약정에 의하여 본인이 발행한 수표를 지급함으로써 은행에 대해 구상채무(채무자가 돈을 대신
갚아준 사람(또는 기관)에게 부담하는 채무)를 지게된 때에는, 이를 대출금 채무로 삼아 이 약정에 따라 갚기로 합니다.
②  모계좌가 가계당좌예금인 종합통장자동대출 및 가계당좌대출의 경우, 은행은 수표의 지급거절에 따른 본인의 불이익이 현저하게 크다고 예상되는 등 필요한 경우,
본인이 대출기간 만료일전에 발행된 수표를 대출기간만료일 이후에도 지급할 수 있으며, 이로 인하여 생긴 대출금에 대하여도 이 약정이 적용됩니다.
고 객 용"
KB_bank,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,9,우대금리 및 적용기준,"이후에는 제3항에서 정한 바에 따라 재산정되어 우대금리를 적용① 제1조 제7항의 대출이자율은 대출 실행시 아래 선택 항목의 우대금리가 적용되며, 하기로 확인합니다.
대출신규일로부터 3개월간 적용하며, 이후(기한연장 포함) 1개월 단위로 금리우대 조건 이행 시 자동연장②  금리우대항목(Ⅰ)에 의한 우대기간은  됩니다.
만약, 매월 상기 금리우대 조건을 이행하지 않거나 유지되지 않을 경우에는 우대받은 금리가 자동으로 인상되며, 금리인상 후 상기 조건을 재이행하는 경우에는 금리우
대가 재적용됩니다. 인상된 금리변동내역은 신청하신 이자통지/금리변경내역 통지 서비스에 따라 본인에게 통보됩니다.
우대금리재산정시 아래 기준에 따라 우대금리가 적용되며, 항목별로 별도의 정함이 있는 경우 그에 따르기로 합니다.③ 우대금리 세부 적용기준 :
1.  신용카드 이용실적 우대 : 결제계좌가 당행인 「KB국민카드」 社의 개인신용카드 이용실적이 있는 경우 최근 3개월 카드이용금액에 따라 차등 적용합니다.
나.  실적산정기간 최종월의 익월 5일까지 KB국민카드社에 신용카드 이용전표(취소전표 포함)가 매입되지 않은 경우 해당 이용금액(취소금액 포함)은 다음 금리산정
기간의 실적으로 반영됩니다.
다. 신용카드 이용금액에서 현금
계좌간 자동이체는 제외 2.  자동이체 실적우대 : 본인 계좌로 있는 경우에 인정되며, 됩니다. 대출실
1일~10일전전월전월말기준 2건이상 자동이체 출금실적행일이 인 경우 인 경우 을 적용합니다.
3. 급여(연금)이체 관련 실적우대
전월말기준 최근 3개월간 2회 이상  가. 은행에 급여(연금)이체 계약이 등록되어 우대금리재산정시점  본인 계좌로 급여(연금)이체 실적이 확인되는 경우
전월말기준 최근 3개월간 2회 이상  나.  은행에 급여(연금)임을 알 수 있는 방법으로 우대금리재산정시점  본인 계좌로 건별 50만원 이상 이체 실적이 확인되는 경우
[급여(연금)임을 알 수 있는 방법]
가 변경된 경우 반드시 은행에 해당
다. 「KB급여이체 신용대출」 기본 우대의 경우 ‘가’ 항의 조건을 충족하는 경우에 한하여 우대금리를 적용합니다.
전일기준(전자금융의 경우 전일기준 최근 1개월 이내) 4. 예금/전자금융 관련 실적우대 : 우대금리재산정시점  제1항에서 정한 실적기준이 충족되는 경우 적용합니다.
5. 기타 거래실적 등에 의한 우대(Ⅰ~Ⅲ) : 은행 거래실적이 우수하거나 거래실적 증대가 예상되는 경우 제1항에서 정한 우대기간까지 적용합니다.
6.  종합통장자동대출 한도소진율에 의한 우대 : 개인신용평가시스템에 의해 산출된 은행신용등급(이하 ‘신용등급’) 및 종합통장자동대출 한도소진율에 따라
가. 종합통장자동대출 한도소진율에 의한 우대금리는 은행에서 정한 신용대출에 한하여 적용합니다.(일부 협약대출 적용제외)
나.  종합통장자동대출 한도소진율에 의한 우대금리는 매월 산출하며, 금리산출일 기준 직전 1개월간의 평균 한도소진율 (“매일 한도소진율 (대출사용금액÷
대출약정금액)합÷금리산출일 기준 직전 1개월간 일수”로 계산하며, 소수점 첫째자리에서 절사)을 산정하여 다음 1개월간 신용등급별로 우대금리를 적용합니다.
다. 한도소진율산정 후 요구불통장에 대한 정정거래 혹은 취소거래가 있는 경우에도, 이미 계산된 한도소진율 및 우대금리는 변경되지 않습니다.
라. 종합통장자동대출 계좌가 미수채권, 특수채권등에 편입될 경우 종합통장자동대출 한도소진율에 의한 우대금리는 적용되지 않습니다."
KB_bank,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,10,질권의 목적인 예금 등의 표시 (단위 : 원),수입인지 붙이는 곳
KB_bank,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,11,담보권 설정,"① 이 약정에 의한 채무를 담보하기 위하여 제10조에 표시한 예금 등에 질권을 설정하고 은행 앞으로 그 증서(통장)의 인도를 마쳤습니다.
②  제1항에 의한 질권의 효력은 원금·수익권(이 계약 이후에 적립되는 금액을 포함합니다)과 이에 부수하는 이자·수익의 수익권, 특별장려금, 법정장려금 등에 미칩니다.
③  예금 등이 기한연장·개서(새로씀)·갱신·분할·병합·증액·감액 또는 이자를 원금에 가산한 경우에도 그 위에 질권의 효력이 미침을 승인하며, 그 목적인 신탁이 기
간연장되거나 연체로 말미암아 자동연장 처리된 경우에 있어서도 그에 대한 수익권 위에 효력이 미침을 승인합니다.
④ 은행은 제1항에 의한 질권을 행사하지 아니하고 은행여신거래기본약관(가계용)의 정하는 바에 따라 은행의 채권과 제10조에 표시한 예금 등을 상계할 수 있습니다.
⑤  적립식예금 관련 대출인 경우 은행은 대출금이자 및 제1항의 질권의 목적인 관련 예금 등의 월적립금이 6개월(적립식신탁대출의 경우 4회) 이상 납입지체된 때에는 대
출기간 만료일 이전이더라도 통지에 의해 담보예금 등과 대출금을 상계할 수 있습니다."
KB_bank,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,12,"담보, 보험 및 추가담보 제공","①  본인은 은행의 대출을 받아 건설 또는 구입하는 시설물과 건물(대출 받은 토지 위에 건설하는 시설물, 건물 포함)은 건설 중이나 건설완료 후에도 은행의 승인없이 그 소
유권 이전행위, 저당권, 지상권(타인의 토지에 건물, 기타의 공작물을 세우거나 수목을 심어 소유하려는 목적으로 그 토지를 사용할 수 있는 권리), 전세권, 가등기, 임
차권 등 각종 권리의 설정행위를 하지 않겠으며, 제3자로부터 은행의 권리가 침해되는 일이 없기로 하며, 동 시설물과 건물은 토지와 함께 은행에 담보로 제공하기로 하
며, 은행이 요청하는 경우 은행이 동의하는 종류와 금액의 보험에 가입하고 그 보험금 청구권에 은행을 위하여 질권설정하기로 합니다.
② 본인이 담보로 제공할 토지에 대하여 지적공부 및 등기부정리가 완료되지 아니한 경우에 해당 토지의 지적정리 완료 후에도 제1항을 준용하기로 합니다."
KB_bank,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,13,채무인수 불허 특약,대출을 받은 후 담보로 제공한 부동산의 소유권을 제3자에게 이전한 경우에도 이 대출은 부동산 양수인에게 인계되지 아니합니다.
KB_bank,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,14,기한연장,"① 대출기간이 만료된 때 은행이 정한 방법에 따라 기한연장되거나, 연장에 따른 대출이자율이 변경된 때에도 계속하여 이 약정에 따르기로 합니다.
②  은행이 정한 기준에 따라 자동연장조건에 일치할 경우, 은행은 “기한연장 및 금리변경”에 관하여 별도의 약정서 등을 받지 아니하고 은행이 정하는 기준에 따라 기한연장
및 금리변경 처리하기로 하며, 은행은 기한연장된 대출금의 이자율과 새로운 대출기간 만료일 등을 연장 후 10일 이내에 유선 또는 서면으로 통지하기로 합니다.
③  제2항에 따라 변경된 이자율에 이의가 있을 때는 변경일로부터 1개월이내에 본 약정을 해지할 수 있으며, 이 경우 해지일 까지는 변경전 대출이자율을 적용하기로 하
고 해당 해지로 인하여 발생한 은행에 대한 상환채무이행을 지체하는 경우 지연배상금률을 적용하기로 합니다. 또한 동 기한내에 이의제기를 하지 않을 경우에는 변경
된 내용에 동의한 것으로 봅니다."
KB_bank,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,15,인지세의 부담,"① 이 약정서 작성에 따른 인지세는 각 50%씩 본인과 은행이 부담합니다.
② 제1항에 의하여 본인이 부담하기로 한 인지세를 은행이 대신 지급한 경우에는 은행여신거래기본약관(가계용) 제4조에 준하여 갚기로 합니다."
KB_bank,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,16,대출실행 중단,"은행은 대출계약 체결 후 대출실행 전에 차주에게 대출 증가, 연체 발생, 신용등급 하락 등 차주의 신용위험, 상환능력이 악화되거나 차주가 제공한 정보의 내용이 달라져
대출 실행에 중대한 영향을 미치는 경우 대출을 실행하지 않을 수 있습니다."
KB_bank,대출,II 종합통장자동대출 및 가계당좌대출용 대출거래약정서,17,은행여신거래기본약관(가계용)의 적용,본 약정서에 추가하여 은행여신거래기본약관(가계용)이 적용됩니다. 추후 은행여신거래기본약관이 변경될 경우에는 변경된 바에 따릅니다.
