은행명,상품명,종류,이율구분,조건,금리
국민은행,일반정기예금,예금,기본,"3개월이상6개월미만, 만기지급식확정금리",1.75
국민은행,일반정기예금,예금,기본,"6개월이상1년미만,만기지급식확정금리",2
국민은행,일반정기예금,예금,기본,"1년이상2년미만, 만기지급식확정금리",2.25
국민은행,일반정기예금,예금,기본,"2년이상3년미만, 만기지급식확정금리",2.1
국민은행,일반정기예금,예금,기본,"3년이상, 만기지급식확정금리",2.2
국민은행,국민수퍼정기예금 (CD금리연동형),예금,기본,6개월,CD수익률 - 0.50%p
국민은행,국민수퍼정기예금 (CD금리연동형),예금,기본,1년,CD수익률 - 0.50%p
국민은행,국민수퍼정기예금 (CD금리연동형),예금,기본,2년,CD수익률 - 0.50%p
국민은행,국민수퍼정기예금 (CD금리연동형),예금,기본,3년,CD수익률 - 0.50%p
국민은행,KB내맘대로적금(자유),적금,기본,6개월이상  12개월미만,2.25
국민은행,KB내맘대로적금(자유),적금,기본,12개월이상  24개월미만,2.5
국민은행,KB내맘대로적금(자유),적금,기본,24개월이상  36개월미만,2.7
국민은행,KB내맘대로적금(자유),적금,기본,36개월,2.9
국민은행,KB내맘대로적금(자유),적금,우대,"6개월이상  12개월미만, 우대이율 적용 조건 1개 충족",2.35
국민은행,KB내맘대로적금(자유),적금,우대,"12개월이상  24개월미만, 우대이율 적용 조건 1개 충족",2.6
국민은행,KB내맘대로적금(자유),적금,우대,"24개월이상  36개월미만, 우대이율 적용 조건 1개 충족",2.8
국민은행,KB내맘대로적금(자유),적금,우대,"36개월, 우대이율 적용 조건 1개 충족",3
국민은행,KB내맘대로적금(자유),적금,우대,"6개월이상  12개월미만, 우대이율 적용 조건 2개 충족",2.45
국민은행,KB내맘대로적금(자유),적금,우대,"12개월이상  24개월미만, 우대이율 적용 조건 2개 충족",2.7
국민은행,KB내맘대로적금(자유),적금,우대,"24개월이상  36개월미만, 우대이율 적용 조건 2개 충족",2.9
국민은행,KB내맘대로적금(자유),적금,우대,"36개월, 우대이율 적용 조건 2개 충족",3.1
국민은행,KB내맘대로적금(자유),적금,우대,"6개월이상  12개월미만, 우대이율 적용 조건 3개 충족",2.55
국민은행,KB내맘대로적금(자유),적금,우대,"12개월이상  24개월미만, 우대이율 적용 조건 3개 충족",2.8
국민은행,KB내맘대로적금(자유),적금,우대,"24개월이상  36개월미만, 우대이율 적용 조건 3개 충족",3
국민은행,KB내맘대로적금(자유),적금,우대,"36개월, 우대이율 적용 조건 3개 충족",3.2
국민은행,KB내맘대로적금(자유),적금,우대,"6개월이상  12개월미만, 우대이율 적용 조건 4개 충족",2.65
국민은행,KB내맘대로적금(자유),적금,우대,"12개월이상  24개월미만, 우대이율 적용 조건 4개 충족",2.9
국민은행,KB내맘대로적금(자유),적금,우대,"24개월이상  36개월미만, 우대이율 적용 조건 4개 충족",3.1
국민은행,KB내맘대로적금(자유),적금,우대,"36개월, 우대이율 적용 조건 4개 충족",3.3
국민은행,KB내맘대로적금(자유),적금,우대,"6개월이상  12개월미만, 우대이율 적용 조건 5개 충족",2.75
국민은행,KB내맘대로적금(자유),적금,우대,"12개월이상  24개월미만, 우대이율 적용 조건 5개 충족",3
국민은행,KB내맘대로적금(자유),적금,우대,"24개월이상  36개월미만, 우대이율 적용 조건 5개 충족",3.2
국민은행,KB내맘대로적금(자유),적금,우대,"36개월, 우대이율 적용 조건 6개 충족",3.4
국민은행,KB내맘대로적금(자유),적금,우대,"6개월이상  12개월미만, 우대이율 적용 조건 6개 충족",2.85
국민은행,KB내맘대로적금(자유),적금,우대,"12개월이상  24개월미만, 우대이율 적용 조건 6개 충족",3.1
국민은행,KB내맘대로적금(자유),적금,우대,"24개월이상  36개월미만, 우대이율 적용 조건 6개 충족",3.3
국민은행,KB내맘대로적금(자유),적금,우대,"36개월, 우대이율 적용 조건 6개 충족",3.5
국민은행,직장인우대적금,적금,기본,12개월,2.75
국민은행,직장인우대적금,적금,기본,24개월,2.95
국민은행,직장인우대적금,적금,기본,36개월,3.35
국민은행,직장인우대적금,적금,우대,"12개월, 신규일이 포함된 달부터 3개월이 경과한 달까지50만원 이상 급여이체실적주또는30만원 이상 KB국민카드 매입실적이 발생한 월수가 1개월 이상인 경우",3.05
국민은행,직장인우대적금,적금,우대,"24개월,신규일이 포함된 달부터 3개월이 경과한 달까지50만원 이상 급여이체실적주또는30만원 이상 KB국민카드 매입실적이 발생한 월수가 1개월 이상인 경우",3.25
국민은행,직장인우대적금,적금,우대,"36개월, 신규일이 포함된 달부터 3개월이 경과한 달까지50만원 이상 급여이체실적주또는30만원 이상 KB국민카드 매입실적이 발생한 월수가 1개월 이상인 경우",3.65
국민은행,직장인우대적금,적금,우대,"12개월,Qook집전화 장기이용 고객",2.85
국민은행,직장인우대적금,적금,우대,"24개월,Qook집전화 장기이용 고객",3.05
국민은행,직장인우대적금,적금,우대,"36개월,Qook집전화 장기이용 고객",3.45
국민은행,직장인우대적금,적금,우대,"12개월,Qook인터넷 장기이용 고객",2.85
국민은행,직장인우대적금,적금,우대,"24개월,Qook인터넷 장기이용 고객",3.05
국민은행,직장인우대적금,적금,우대,"36개월,Qook인터넷 장기이용 고객",3.45
국민은행,직장인우대적금,적금,우대,"12개월,Qook집전화  Qook인터넷 장기이용 고객",2.95
국민은행,직장인우대적금,적금,우대,"24개월,Qook집전화  Qook인터넷 장기이용 고객",3.15
국민은행,직장인우대적금,적금,우대,"36개월,Qook집전화  Qook인터넷 장기이용 고객",3.55
국민은행,직장인우대적금,적금,우대,"12개월, 신규일이 포함된 달부터 3개월이 경과한 달까지50만원 이상 급여이체실적주또는30만원 이상 KB국민카드 매입실적이 발생한 월수가 1개월 이상인 경우,Qook집전화 장기이용 고객",3.15
국민은행,직장인우대적금,적금,우대,"24개월,신규일이 포함된 달부터 3개월이 경과한 달까지50만원 이상 급여이체실적주또는30만원 이상 KB국민카드 매입실적이 발생한 월수가 1개월 이상인 경우,Qook집전화 장기이용 고객",3.35
국민은행,직장인우대적금,적금,우대,"36개월, 신규일이 포함된 달부터 3개월이 경과한 달까지50만원 이상 급여이체실적주또는30만원 이상 KB국민카드 매입실적이 발생한 월수가 1개월 이상인 경우,Qook집전화 장기이용 고객",3.75
국민은행,직장인우대적금,적금,우대,"12개월, 신규일이 포함된 달부터 3개월이 경과한 달까지50만원 이상 급여이체실적주또는30만원 이상 KB국민카드 매입실적이 발생한 월수가 1개월 이상인 경우,Qook인터넷 장기이용 고객",3.15
국민은행,직장인우대적금,적금,우대,"24개월,신규일이 포함된 달부터 3개월이 경과한 달까지50만원 이상 급여이체실적주또는30만원 이상 KB국민카드 매입실적이 발생한 월수가 1개월 이상인 경우,Qook인터넷 장기이용 고객",3.35
국민은행,직장인우대적금,적금,우대,"36개월, 신규일이 포함된 달부터 3개월이 경과한 달까지50만원 이상 급여이체실적주또는30만원 이상 KB국민카드 매입실적이 발생한 월수가 1개월 이상인 경우,Qook인터넷 장기이용 고객",3.75
국민은행,직장인우대적금,적금,우대,"12개월, 신규일이 포함된 달부터 3개월이 경과한 달까지50만원 이상 급여이체실적주또는30만원 이상 KB국민카드 매입실적이 발생한 월수가 1개월 이상인 경우,Qook집전화  Qook인터넷 장기이용 고객",3.25
국민은행,직장인우대적금,적금,우대,"24개월,신규일이 포함된 달부터 3개월이 경과한 달까지50만원 이상 급여이체실적주또는30만원 이상 KB국민카드 매입실적이 발생한 월수가 1개월 이상인 경우,Qook집전화  Qook인터넷 장기이용 고객",3.45
국민은행,직장인우대적금,적금,우대,"36개월, 신규일이 포함된 달부터 3개월이 경과한 달까지50만원 이상 급여이체실적주또는30만원 이상 KB국민카드 매입실적이 발생한 월수가 1개월 이상인 경우,Qook집전화  Qook인터넷 장기이용 고객",3.85
국민은행,직장인우대적금,적금,우대,"12개월,추가적립보너스저축금액에 대하여 최종이율에 연 02p 를 추가하여 만기해지시에 지급",3.25
국민은행,직장인우대적금,적금,우대,"24개월,추가적립보너스저축금액에 대하여 최종이율에 연 02p 를 추가하여 만기해지시에 지급",3.45
국민은행,직장인우대적금,적금,우대,"36개월,추가적립보너스저축금액에 대하여 최종이율에 연 02p 를 추가하여 만기해지시에 지급",3.85
국민은행,KB스타적금Ⅲ,적금,우대,12개월,3
국민은행,KB스타적금Ⅲ,적금,우대,"12개월,적금 신규 전일 기준 최근 1년동안 KB국민은행 상품주을 보유하지 않았거나 입출금이 자유로운 예금만 보유한 고객",~6
국민은행,KB청년도약계좌,적금,기본,60개월,4.5
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족",5.1
국민은행,KB청년도약계좌,적금,우대,"60개월,자동납부조건 충족",4.8
국민은행,KB청년도약계좌,적금,우대,"60개월,거래감사조건 충족",4.6
국민은행,KB청년도약계좌,적금,우대,"60개월,소득플러스조건 1회 충족",4.6
국민은행,KB청년도약계좌,적금,우대,"61개월,소득플러스조건 2회 충족",4.7
국민은행,KB청년도약계좌,적금,우대,"62개월,소득플러스조건 3회 충족",4.8
국민은행,KB청년도약계좌,적금,우대,"63개월,소득플러스조건 4회 충족",4.9
국민은행,KB청년도약계좌,적금,우대,"64개월,소득플러스조건 5회 충족",5
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,자동납부조건 충족",5.4
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,거래감사조건 충족",5.2
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,소득플러스조건 1회 충족",5.2
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,소득플러스조건 2회 충족",5.3
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,소득플러스조건 3회 충족",5.4
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,소득플러스조건 4회 충족",5.5
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,소득플러스조건 5회 충족",5.6
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,자동납부조건 충족,거래감사조건 충족",5.5
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,자동납부조건 충족,소득플러스조건 1회 충족",5.5
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,자동납부조건 충족,소득플러스조건 2회 충족",5.6
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,자동납부조건 충족,소득플러스조건 3회 충족",5.7
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,자동납부조건 충족,소득플러스조건 4회 충족",5.8
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,자동납부조건 충족,소득플러스조건 5회 충족",5.9
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,거래감사조건 충족,소득플러스조건 1회 충족",5.2
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,거래감사조건 충족,소득플러스조건 2회 충족",5.3
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,거래감사조건 충족,소득플러스조건 3회 충족",5.4
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,거래감사조건 충족,소득플러스조건 4회 충족",5.5
국민은행,KB청년도약계좌,적금,우대,"60개월,급여이체조건 충족,거래감사조건 충족,소득플러스조건 5회 충족",5.6
국민은행,KB청년도약계좌,적금,우대,"60개월,자동납부조건 충족,거래감사조건 충족",4.9
국민은행,KB청년도약계좌,적금,우대,"60개월,자동납부조건 충족,소득플러스조건 1회 충족",4.9
국민은행,KB청년도약계좌,적금,우대,"61개월,자동납부조건 충족,소득플러스조건 2회 충족",5
국민은행,KB청년도약계좌,적금,우대,"62개월,자동납부조건 충족,소득플러스조건 3회 충족",5.1
국민은행,KB청년도약계좌,적금,우대,"63개월,자동납부조건 충족,소득플러스조건 4회 충족",5.2
