chunk_id,doc_id,은행명,상품종류,상품이름,조항,조항이름,text,context
266,102,우리은행,예금,「 주 택 청 약 종 합 저 축 」 약 관,제2조,,"조항이름: 가입대상

① 이 저축의 가입대상은 국민인 개인(국내에 거주하는 재외동포 포 함)이나 외국인 거주자로서 연령에 제한없이 가입이 가능합니다. ② 이 저축의 가입은 청약저축, 청약예금, 청약부금을 포함하여 전 금융기관 1인 1계좌에 한합니다.","우리은행 예금 「 주 택 청 약 종 합 저 축 」 약 관 제2조 조항이름: 가입대상

① 이 저축의 가입대상은 국민인 개인(국내에 거주하는 재외동포 포 함)이나 외국인 거주자로서 연령에 제한없이 가입이 가능합니다. ② 이 저축의 가입은 청약저축, 청약예금, 청약부금을 포함하여 전 금융기관 1인 1계좌에 한합니다."
267,102,우리은행,예금,「 주 택 청 약 종 합 저 축 」 약 관,제3조,,"조항이름: 납입기간

이 저축의 납입기간은 가입한 날부터 국민주택(분양전환되지 않는 임 대주택은 제외)과 민영주택의 입주자로 선정된 날까지로 합니다.","우리은행 예금 「 주 택 청 약 종 합 저 축 」 약 관 제3조 조항이름: 납입기간

이 저축의 납입기간은 가입한 날부터 국민주택(분양전환되지 않는 임 대주택은 제외)과 민영주택의 입주자로 선정된 날까지로 합니다."
268,102,우리은행,예금,「 주 택 청 약 종 합 저 축 」 약 관,제4조,,"조항이름: 월 납입금

이 저축의 월 납입금은 매월 약정납입일에 2만원 이상 50만원 이하 로 합니다. 다만, 월 납입금의 총액이「주택공급에 관한 규칙」에서 정한 민영주택 청약 예치기준금액의 최대한도인 1,500만원에 이를 때 까지는 50만원을 초과하여 납입할 수 있습니다.","우리은행 예금 「 주 택 청 약 종 합 저 축 」 약 관 제4조 조항이름: 월 납입금

이 저축의 월 납입금은 매월 약정납입일에 2만원 이상 50만원 이하 로 합니다. 다만, 월 납입금의 총액이「주택공급에 관한 규칙」에서 정한 민영주택 청약 예치기준금액의 최대한도인 1,500만원에 이를 때 까지는 50만원을 초과하여 납입할 수 있습니다."
269,102,우리은행,예금,「 주 택 청 약 종 합 저 축 」 약 관,제7조,,"조항이름: 전환신규

기존 ‘청약예금, 청약부금, 청약저축’을 보유한 고객이","우리은행 예금 「 주 택 청 약 종 합 저 축 」 약 관 제7조 조항이름: 전환신규

기존 ‘청약예금, 청약부금, 청약저축’을 보유한 고객이"
270,102,우리은행,예금,「 주 택 청 약 종 합 저 축 」 약 관,제2조,,"제1 항의 가입자격을 갖춘 경우 이 저축으로 전환신규가 가능하며, 전환 신규한 계좌의 납입횟수, 저축총액, 가입기간은「주택공급에 관한 규 칙」의 기준을 따릅니다.","우리은행 예금 「 주 택 청 약 종 합 저 축 」 약 관 제2조 제1 항의 가입자격을 갖춘 경우 이 저축으로 전환신규가 가능하며, 전환 신규한 계좌의 납입횟수, 저축총액, 가입기간은「주택공급에 관한 규 칙」의 기준을 따릅니다."
271,102,우리은행,예금,「 주 택 청 약 종 합 저 축 」 약 관,제10조,,"조항이름: 양도 및 질권설정

이 저축은 양도하거나 제3자 담보제공을 위한 질권설정을 할 수 없 습니다.","우리은행 예금 「 주 택 청 약 종 합 저 축 」 약 관 제10조 조항이름: 양도 및 질권설정

이 저축은 양도하거나 제3자 담보제공을 위한 질권설정을 할 수 없 습니다."
272,102,우리은행,예금,「 주 택 청 약 종 합 저 축 」 약 관,제11조,,"조항이름: 기타

이 저축은「금융소비자 보호에 관한 감독규정」","우리은행 예금 「 주 택 청 약 종 합 저 축 」 약 관 제11조 조항이름: 기타

이 저축은「금융소비자 보호에 관한 감독규정」"
273,102,우리은행,예금,「 주 택 청 약 종 합 저 축 」 약 관,제2조,,"제1항이 정하는 바에 따라「금융소비자 보호에 관한 법률」의 적용을 받지 않습니다. 부칙 기 가입고객 변경일 내용 관련조항 적용여부 2009.05.06 제정 2013.04.10 변경, 소득공제 신설","우리은행 예금 「 주 택 청 약 종 합 저 축 」 약 관 제2조 제1항이 정하는 바에 따라「금융소비자 보호에 관한 법률」의 적용을 받지 않습니다. 부칙 기 가입고객 변경일 내용 관련조항 적용여부 2009.05.06 제정 2013.04.10 변경, 소득공제 신설"
274,102,우리은행,예금,「 주 택 청 약 종 합 저 축 」 약 관,제1조,,~,우리은행 예금 「 주 택 청 약 종 합 저 축 」 약 관 제1조 ~
275,102,우리은행,예금,「 주 택 청 약 종 합 저 축 」 약 관,제9조,,Y 2015.01.01 변경,우리은행 예금 「 주 택 청 약 종 합 저 축 」 약 관 제9조 Y 2015.01.01 변경
276,102,우리은행,예금,「 주 택 청 약 종 합 저 축 」 약 관,제8조,,Y 2015.09.01 변경,우리은행 예금 「 주 택 청 약 종 합 저 축 」 약 관 제8조 Y 2015.09.01 변경
277,102,우리은행,예금,「 주 택 청 약 종 합 저 축 」 약 관,제2조,,~,우리은행 예금 「 주 택 청 약 종 합 저 축 」 약 관 제2조 ~
278,102,우리은행,예금,「 주 택 청 약 종 합 저 축 」 약 관,제3조,,Y 2017.01.23 변경,우리은행 예금 「 주 택 청 약 종 합 저 축 」 약 관 제3조 Y 2017.01.23 변경
279,102,우리은행,예금,「 주 택 청 약 종 합 저 축 」 약 관,제3조,,~,우리은행 예금 「 주 택 청 약 종 합 저 축 」 약 관 제3조 ~
280,102,우리은행,예금,「 주 택 청 약 종 합 저 축 」 약 관,제4조,,Y 2021.03.25 기타 신설,우리은행 예금 「 주 택 청 약 종 합 저 축 」 약 관 제4조 Y 2021.03.25 기타 신설
281,102,우리은행,예금,「 주 택 청 약 종 합 저 축 」 약 관,제10조,,Y 2024.10.01 전환신규 신설,우리은행 예금 「 주 택 청 약 종 합 저 축 」 약 관 제10조 Y 2024.10.01 전환신규 신설
282,102,우리은행,예금,「 주 택 청 약 종 합 저 축 」 약 관,제7조,,N,우리은행 예금 「 주 택 청 약 종 합 저 축 」 약 관 제7조 N
283,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제1조,,"조항이름: 약관의 적용

법령에 따라 압류가 금지되는 수급금 등에 대한 압류를 방지하기 위하여 「우리 행복 지킴이 통장」(이하 ‘이 예금’이라 함)의 거래에는 이 특약을 적용하며, 이 특약에서 정 하지 않은 사항에 대하여는 ｢입출금이 자유로운 약관｣, ｢예금거래기본약관｣을 순서대 로 적용합니다.","우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제1조 조항이름: 약관의 적용

법령에 따라 압류가 금지되는 수급금 등에 대한 압류를 방지하기 위하여 「우리 행복 지킴이 통장」(이하 ‘이 예금’이라 함)의 거래에는 이 특약을 적용하며, 이 특약에서 정 하지 않은 사항에 대하여는 ｢입출금이 자유로운 약관｣, ｢예금거래기본약관｣을 순서대 로 적용합니다."
284,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제2조,,"조항이름: 예금과목

이 예금의 예금과목은 저축예금으로 합니다.","우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제2조 조항이름: 예금과목

이 예금의 예금과목은 저축예금으로 합니다."
285,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제3조,,"조항이름: 가입대상

이 예금의 가입대상은 다음 각 항에서 정하는 실명의 개인으로 합니다. ① 「국민기초생활보장법」에서 정하는 기초생활수급자 ② 「기초연금법」에서 정하는 기초연금 수급자 ③ 「장애인연금법」에서 정하는 장애인연금 수급자 ④ 「장애인복지법」에서 정하는 장애수당, 장애아동수당 수급자 ⑤ 「한부모가족지원법」에서 정하는 한부모가족지원급여 수급자 ⑥ 「국민건강보험법」에서 정하는 요양비등 수급자 ⑦ 「긴급복지지원법」에서 정하는 긴급지원대상자 ⑧ 「어선원 및 어선 재해보상보험법」에서 정하는 어선원 보험의 보험급여 대상자 ⑨ 「노인장기요양보험법」에서 정하는 특별현금급여 수급자 ⑩ 「아동수당법」에서 정하는 아동수당 수급자 ⑪ 「중소기업협동조합법」에서 정하는 소기업‧소상공인공제금 수급자 ⑫ 「아동복지법」에서 정하는 자립정착금, 자립수당 수급자 ⑬ 「재난적의료비 지원에 관한 법률」에서 정하는 지원금액 수급자 ⑭ 「아동수당법」에서 정하는 영아수당 수급자 ⑮ 「의료급여법」에서 정하는 의료급여 수급자 ⑯ 「고용보험법」에서 정하는 실업급여 수급자 ⑰ 「구직자 취업촉진 및 생활안정지원에 관한 법률」에서 정하는 구직촉진수당 수급자 ⑱ 「산업재해보상보험법」에서 정하는 산재보험급여 수급자 ⑲ 「임금채권보장법」에서 정하는 대지급금 수급자 ⑳ 「건설근로자의 고용개선 등에 관한 법률」에서 정하는 퇴직공제금 수급자 ㉑ 「영유아보육법」에서 정하는 양육수당 수급자","우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제3조 조항이름: 가입대상

이 예금의 가입대상은 다음 각 항에서 정하는 실명의 개인으로 합니다. ① 「국민기초생활보장법」에서 정하는 기초생활수급자 ② 「기초연금법」에서 정하는 기초연금 수급자 ③ 「장애인연금법」에서 정하는 장애인연금 수급자 ④ 「장애인복지법」에서 정하는 장애수당, 장애아동수당 수급자 ⑤ 「한부모가족지원법」에서 정하는 한부모가족지원급여 수급자 ⑥ 「국민건강보험법」에서 정하는 요양비등 수급자 ⑦ 「긴급복지지원법」에서 정하는 긴급지원대상자 ⑧ 「어선원 및 어선 재해보상보험법」에서 정하는 어선원 보험의 보험급여 대상자 ⑨ 「노인장기요양보험법」에서 정하는 특별현금급여 수급자 ⑩ 「아동수당법」에서 정하는 아동수당 수급자 ⑪ 「중소기업협동조합법」에서 정하는 소기업‧소상공인공제금 수급자 ⑫ 「아동복지법」에서 정하는 자립정착금, 자립수당 수급자 ⑬ 「재난적의료비 지원에 관한 법률」에서 정하는 지원금액 수급자 ⑭ 「아동수당법」에서 정하는 영아수당 수급자 ⑮ 「의료급여법」에서 정하는 의료급여 수급자 ⑯ 「고용보험법」에서 정하는 실업급여 수급자 ⑰ 「구직자 취업촉진 및 생활안정지원에 관한 법률」에서 정하는 구직촉진수당 수급자 ⑱ 「산업재해보상보험법」에서 정하는 산재보험급여 수급자 ⑲ 「임금채권보장법」에서 정하는 대지급금 수급자 ⑳ 「건설근로자의 고용개선 등에 관한 법률」에서 정하는 퇴직공제금 수급자 ㉑ 「영유아보육법」에서 정하는 양육수당 수급자"
286,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제4조,,"조항이름: 입금제한

이 예금으로의 입금은 법령에 따라","우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제4조 조항이름: 입금제한

이 예금으로의 입금은 법령에 따라"
287,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제3조,,"의 가입대상에게 지급되는 압류 금지 수급금 등에 한하며, 그 이외는 입금할 수 없습니다.","우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제3조 의 가입대상에게 지급되는 압류 금지 수급금 등에 한하며, 그 이외는 입금할 수 없습니다."
288,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제5조,,"조항이름: 거래제한

① 이 예금은 은행이 상계할 수 없습니다. ② 이 예금은 양도 및 담보제공 할 수 없습니다. ③ 이 예금은 통장대출의 대출계좌로 사용할 수 없습니다. ④ 이 예금을 신용카드 결제계좌나 공과금 등 대금납부 목적의 계좌로 지정한 경우에, 결제·납부금액이 부족하거나 결제·납부취소 등이 발생한 때에는","우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제5조 조항이름: 거래제한

① 이 예금은 은행이 상계할 수 없습니다. ② 이 예금은 양도 및 담보제공 할 수 없습니다. ③ 이 예금은 통장대출의 대출계좌로 사용할 수 없습니다. ④ 이 예금을 신용카드 결제계좌나 공과금 등 대금납부 목적의 계좌로 지정한 경우에, 결제·납부금액이 부족하거나 결제·납부취소 등이 발생한 때에는"
289,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제4조,,의 입금제한 (입금은 수급금에 한한다)에 따라 고객이 영업점 창구에서 결제·납부금액을 직접 납부하거나 별도 지정계좌로의 입금 또는 직접 수령하는 방법으로 처리하여야 합니다.,우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제4조 의 입금제한 (입금은 수급금에 한한다)에 따라 고객이 영업점 창구에서 결제·납부금액을 직접 납부하거나 별도 지정계좌로의 입금 또는 직접 수령하는 방법으로 처리하여야 합니다.
290,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제6조,,"조항이름: 금리적용 및 이자결산

① 이 예금은 신규일 당일 영업점이나 인터넷 홈페이지에 고시된 금리가 적용됩니다. ② 이자는 매월 셋째 토요일(원가일)에 원금에 더합니다. ③ 이자계산은 최초 예금일(또는 지난 원가일)로 부터 원가일 전일까지를 이자계산 기간으로 하고, 매일의 잔액에 대하여 영업점에 고시된 이율로 이자를 계산합니다. ④ 이 통장의 적용 이율은 변경될 수 있으며, 이율 변경시에는 변경일로부터 바뀐 이자가 적용됩니다.","우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제6조 조항이름: 금리적용 및 이자결산

① 이 예금은 신규일 당일 영업점이나 인터넷 홈페이지에 고시된 금리가 적용됩니다. ② 이자는 매월 셋째 토요일(원가일)에 원금에 더합니다. ③ 이자계산은 최초 예금일(또는 지난 원가일)로 부터 원가일 전일까지를 이자계산 기간으로 하고, 매일의 잔액에 대하여 영업점에 고시된 이율로 이자를 계산합니다. ④ 이 통장의 적용 이율은 변경될 수 있으며, 이율 변경시에는 변경일로부터 바뀐 이자가 적용됩니다."
291,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제7조,,"조항이름: 세제혜택

이 예금은 비과세종합저축으로 가입할 수 있습니다.","우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제7조 조항이름: 세제혜택

이 예금은 비과세종합저축으로 가입할 수 있습니다."
292,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제8조,,"조항이름: 수수료 혜택

이 예금은 타행이체 송금 수수료 및 당행 자동화기기 이용 수수료를 면제합니다. ※ 본 서류는 법령 및 내부통제기준에 따른 절차를 거쳐 금융소비자에게 제공되는 문서입니다. 부 칙 (변경사항) 기가입고객 변경일 내 용 관련조항 적용여부 2012.03.22 가입대상 확대","우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제8조 조항이름: 수수료 혜택

이 예금은 타행이체 송금 수수료 및 당행 자동화기기 이용 수수료를 면제합니다. ※ 본 서류는 법령 및 내부통제기준에 따른 절차를 거쳐 금융소비자에게 제공되는 문서입니다. 부 칙 (변경사항) 기가입고객 변경일 내 용 관련조항 적용여부 2012.03.22 가입대상 확대"
293,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제3조,,적용 2014.08.01 가입대상 확대 및 용어변경,우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제3조 적용 2014.08.01 가입대상 확대 및 용어변경
294,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제3조,,적용 2014.11.21 가입대상 확대,우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제3조 적용 2014.11.21 가입대상 확대
295,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제3조,,적용 2015.01.01 세법 개정에 따른 용어변경,우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제3조 적용 2015.01.01 세법 개정에 따른 용어변경
296,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제7조,,적용 2015.07.17 가입대상 확대,우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제7조 적용 2015.07.17 가입대상 확대
297,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제3조,,적용 2015.08.25 가입대상 확대,우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제3조 적용 2015.08.25 가입대상 확대
298,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제3조,,적용 2017.06.05 가입대상 확대,우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제3조 적용 2017.06.05 가입대상 확대
299,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제3조,,적용 2018.06.20. 가입대상 확대,우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제3조 적용 2018.06.20. 가입대상 확대
300,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제3조,,적용 2018.09.13 가입대상 확대,우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제3조 적용 2018.09.13 가입대상 확대
301,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제3조,,적용 2019.04.01 가입대상 확대,우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제3조 적용 2019.04.01 가입대상 확대
302,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제3조,,적용 2020.11.26 가입대상 확대,우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제3조 적용 2020.11.26 가입대상 확대
303,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제3조,,적용 2022.04.07 가입대상 확대,우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제3조 적용 2022.04.07 가입대상 확대
304,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제3조,,적용 2023.10.04 가입대상 확대,우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제3조 적용 2023.10.04 가입대상 확대
305,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제3조,,적용 2024.03.18 가입대상 확대,우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제3조 적용 2024.03.18 가입대상 확대
306,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제3조,,적용 2024.08.14 가입대상 확대,우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제3조 적용 2024.08.14 가입대상 확대
307,102,우리은행,예금,『 우 리 행 복 지 킴 이 통 장 』 특 약,제3조,,적용,우리은행 예금 『 우 리 행 복 지 킴 이 통 장 』 특 약 제3조 적용
308,102,우리은행,예금,계 좌 간 자 동 이 체 약 관,제1조,,"조항이름: 자동이체방법

은행은 고객의 자동이체 신청에 따라 지정일에 통장, 수표, 지급청구서 없이 출금계좌에서 이체금액을 입금계좌로 이체합니다. 지정일이 없는 월의 경우에는 해당 월의 말일, 지정일이 영업일이 아닌 경우 익 영업일에 이체합니다.","우리은행 예금 계 좌 간 자 동 이 체 약 관 제1조 조항이름: 자동이체방법

은행은 고객의 자동이체 신청에 따라 지정일에 통장, 수표, 지급청구서 없이 출금계좌에서 이체금액을 입금계좌로 이체합니다. 지정일이 없는 월의 경우에는 해당 월의 말일, 지정일이 영업일이 아닌 경우 익 영업일에 이체합니다."
309,102,우리은행,예금,계 좌 간 자 동 이 체 약 관,제2조,,"조항이름: 지급자금 부족 때의 처리출금

① 이체 지정일에 출금계좌의 지급자금이 이체금액에 미달하면 부족자금이 채워지는 날에 이체 처리 합니다. ② 제1항에도 불구하고 입금계좌가 대출계좌인 경우는 다음 각호의 방법에 따라 처리합니다. 1. 이체 지정일까지 출금계좌로 입금되는 금액은 이체 지정일부터 이체하며, 출금계좌의 출금 가능 금액이 이체금액에 미달하면 영업시간 이후에 다음과 같이 처리합니다. 가. 출금 가능 금액 범위 내에서 매 영업일 원 단위로 이체합니다. 나. 출금 가능 금액이 발생 연체이자에 미달하면 이체하지 않습니다. 2. 대출계좌의 약정 납입일 전까지는 부족 자금이 채워지는 날 이체하고, 약정 납입일 이후부터는 제1호의 방법에 따라 이체 처리합니다. ③ 제2항에 따라 연체 중인 원리금균등분할상환대출의 상환원리금 일부 금액이 이체되는 경우에도 연 체 기준일은 변경되지 않습니다. ④ 제2항에도 불구하고 협약대출, 정책자금대출, 기타 달리 정함이 있는 대출은 제1항의 방법에 따라 이체 처리합니다. ⑤ 제1항에도 불구하고 입금계좌가 퇴직연금(개인형IRP)계좌인 경우 직전 1회분 미납금액에 한하여 이 체처리 합니다.","우리은행 예금 계 좌 간 자 동 이 체 약 관 제2조 조항이름: 지급자금 부족 때의 처리출금

① 이체 지정일에 출금계좌의 지급자금이 이체금액에 미달하면 부족자금이 채워지는 날에 이체 처리 합니다. ② 제1항에도 불구하고 입금계좌가 대출계좌인 경우는 다음 각호의 방법에 따라 처리합니다. 1. 이체 지정일까지 출금계좌로 입금되는 금액은 이체 지정일부터 이체하며, 출금계좌의 출금 가능 금액이 이체금액에 미달하면 영업시간 이후에 다음과 같이 처리합니다. 가. 출금 가능 금액 범위 내에서 매 영업일 원 단위로 이체합니다. 나. 출금 가능 금액이 발생 연체이자에 미달하면 이체하지 않습니다. 2. 대출계좌의 약정 납입일 전까지는 부족 자금이 채워지는 날 이체하고, 약정 납입일 이후부터는 제1호의 방법에 따라 이체 처리합니다. ③ 제2항에 따라 연체 중인 원리금균등분할상환대출의 상환원리금 일부 금액이 이체되는 경우에도 연 체 기준일은 변경되지 않습니다. ④ 제2항에도 불구하고 협약대출, 정책자금대출, 기타 달리 정함이 있는 대출은 제1항의 방법에 따라 이체 처리합니다. ⑤ 제1항에도 불구하고 입금계좌가 퇴직연금(개인형IRP)계좌인 경우 직전 1회분 미납금액에 한하여 이 체처리 합니다."
310,102,우리은행,예금,계 좌 간 자 동 이 체 약 관,제3조,,"조항이름: 여러 건의 이체처리

출금 당일에 이체 대상 자동이체가 여러 건이 있으면, 처리순서는 아래의 자동이체 출금 우선순위에 따릅니다. ① 당행 지급 입금 이체 / ② 우리은행 대출금 이자 / ③ 우리은행 대출금 상환 / ④ 우리카드 대금결제 ⑤ 타행(타사)카드 대금결제 / ⑥ 아파트 관리비 이체 / ⑦ 스쿨뱅킹 이체 / ⑧ 예약거래 이체 ⑨ 지로 및 납부자자동이체 / ⑩ 외환 당발송금 이체 / ⑪ 당행 예적금계좌 이체 / ⑫ 기타 자동이체","우리은행 예금 계 좌 간 자 동 이 체 약 관 제3조 조항이름: 여러 건의 이체처리

출금 당일에 이체 대상 자동이체가 여러 건이 있으면, 처리순서는 아래의 자동이체 출금 우선순위에 따릅니다. ① 당행 지급 입금 이체 / ② 우리은행 대출금 이자 / ③ 우리은행 대출금 상환 / ④ 우리카드 대금결제 ⑤ 타행(타사)카드 대금결제 / ⑥ 아파트 관리비 이체 / ⑦ 스쿨뱅킹 이체 / ⑧ 예약거래 이체 ⑨ 지로 및 납부자자동이체 / ⑩ 외환 당발송금 이체 / ⑪ 당행 예적금계좌 이체 / ⑫ 기타 자동이체"
311,102,우리은행,예금,계 좌 간 자 동 이 체 약 관,제4조,,"조항이름: 증권의 부도

고객의 출금계좌에 입금한 자기앞수표, 가계수표 등 증권이 지급거절 되었을 때, 자동이체 처리된 금액을 취소하고 지급거절 사실을 고객에게 통지합니다.","우리은행 예금 계 좌 간 자 동 이 체 약 관 제4조 조항이름: 증권의 부도

고객의 출금계좌에 입금한 자기앞수표, 가계수표 등 증권이 지급거절 되었을 때, 자동이체 처리된 금액을 취소하고 지급거절 사실을 고객에게 통지합니다."
312,102,우리은행,예금,계 좌 간 자 동 이 체 약 관,제5조,,"조항이름: 자동이체의 신규·변경·해지 신청

고객이 계좌간 자동이체를 신규 · 변경· 해지하고자 할 때에는 이체지정일 전 영업일까지 은행에 다음 각 호의 방법 중 어느 하나에 의하여 신고하여야 합니다. ① 서면에 의한 신청 / ② 인터넷뱅킹에 의한 신청 ③ 스마트뱅킹에 의한 신청 / ④ 텔레뱅킹에 의한 신청 ⑤ 자동이체 통합관리시스템(www.payinfo.or.kr)에 의한 신청 ⑥ 애플리케이션 기반의 자동이체 통합관리시스템에 의한 신청","우리은행 예금 계 좌 간 자 동 이 체 약 관 제5조 조항이름: 자동이체의 신규·변경·해지 신청

고객이 계좌간 자동이체를 신규 · 변경· 해지하고자 할 때에는 이체지정일 전 영업일까지 은행에 다음 각 호의 방법 중 어느 하나에 의하여 신고하여야 합니다. ① 서면에 의한 신청 / ② 인터넷뱅킹에 의한 신청 ③ 스마트뱅킹에 의한 신청 / ④ 텔레뱅킹에 의한 신청 ⑤ 자동이체 통합관리시스템(www.payinfo.or.kr)에 의한 신청 ⑥ 애플리케이션 기반의 자동이체 통합관리시스템에 의한 신청"
313,102,우리은행,예금,계 좌 간 자 동 이 체 약 관,제6조,,"조항이름: 이체일 및 이체금액 미지정떄의 처리

고객이 부담하여야 할 수수료, 채무 등 이체대상만을 지정하고 이체일과 금액에 대한 지정 없이 자동 이체를 신청한 때에는 은행은 그 대상거래가 발생했을 때 이체합니다.","우리은행 예금 계 좌 간 자 동 이 체 약 관 제6조 조항이름: 이체일 및 이체금액 미지정떄의 처리

고객이 부담하여야 할 수수료, 채무 등 이체대상만을 지정하고 이체일과 금액에 대한 지정 없이 자동 이체를 신청한 때에는 은행은 그 대상거래가 발생했을 때 이체합니다."
314,102,우리은행,예금,계 좌 간 자 동 이 체 약 관,제7조,,"조항이름: 집합투자상품 자동이체 처리

① 자동이체 지정일에 지급계좌의 지급 가능금액이 이체 신청금액에 미달하면, 자동이체가 처리되지 않습니다. ② 이체 지정일에 지급계좌에서 이체금액을 출금하여 별도의 신탁계정에 예치되며, 각각의 집합투자규 약에서 정한 매입 기준가격 적용일에 입금계좌로 이체합니다. ③ 단기금융상품(MMF)이 지급계좌일 경우에는 이체금액을 별도의 신탁계정에 예치하지 않고 이체금 액만큼 지급정지 되며, 각각의 집합투자규약에서 정한 매입기준가격 적용일에 출금하여 출금 당일 입금계좌로 이체합니다. ④","우리은행 예금 계 좌 간 자 동 이 체 약 관 제7조 조항이름: 집합투자상품 자동이체 처리

① 자동이체 지정일에 지급계좌의 지급 가능금액이 이체 신청금액에 미달하면, 자동이체가 처리되지 않습니다. ② 이체 지정일에 지급계좌에서 이체금액을 출금하여 별도의 신탁계정에 예치되며, 각각의 집합투자규 약에서 정한 매입 기준가격 적용일에 입금계좌로 이체합니다. ③ 단기금융상품(MMF)이 지급계좌일 경우에는 이체금액을 별도의 신탁계정에 예치하지 않고 이체금 액만큼 지급정지 되며, 각각의 집합투자규약에서 정한 매입기준가격 적용일에 출금하여 출금 당일 입금계좌로 이체합니다. ④"
315,102,우리은행,예금,계 좌 간 자 동 이 체 약 관,제3조,,에도 불구하고 집합투자상품의 자동이체는 은행에서 정한 시간에 따라 처리합니다.,우리은행 예금 계 좌 간 자 동 이 체 약 관 제3조 에도 불구하고 집합투자상품의 자동이체는 은행에서 정한 시간에 따라 처리합니다.
