은행명,상품명,종류,상세종류,대출대상,대출조건,대출기간,대출한도
우리은행,우리 이지원 비대면 보증서 대출,대출,기업대출,개인사업자,업력 1년이상 개인사업자,3년,1억원
우리은행,우리 이지원 비대면 보증서 대출,대출,신용대출,개인사업자,업력 1년이상 개인사업자,3년,1억원
우리은행,우리스마트전세론(서울보증)(갈아타기),대출,전세자금대출,근로소득자,근로소득자(현직장 3개월 이상 재직),2년,5억원
우리은행,우리WON전세대출(주택보증)(갈아타기),대출,전세자금대출,근로소득자,근로소득자(현직장 1년 이상 재직),2년,2억2천2백만원
우리은행,우리카드 가맹점 우대 대출,대출,신용대출,개인사업자,개인사업자(1년 이상 사업 영위),5년,1억원
우리은행,우리WON주택대출(갈아타기),대출,부동산대출,근로소득자,근로소득자(현직장 3개월 이상 재직),40년,10억원
우리은행,우리WON주택대출(갈아타기),대출,부동산대출,개인사업자,개인사업자(1년 이상 사업 영위),40년,10억원
우리은행,우리 상생 올케어대출(새희망홀씨),대출,신용대출,개인,최초 신규일로부터 1년 이상 경과한 우리은행 개인신용대출 보유 고객,10년,"3,500만원"
우리은행,우리 서울시 시중은행협력자금,대출,신용대출,소상공인,사업장이 서울시 소재인 업력 3개월 이상 소상공인 및 중소기업 중 서울신용보증재단으로부터 자금 추천을 받은 업체,5년,1억원
우리은행,우리 서울시 시중은행협력자금,대출,신용대출,기업,사업장이 서울시 소재인 업력 3개월 이상 소상공인 및 중소기업 중 서울신용보증재단으로부터 자금 추천을 받은 업체,5년,1억원
우리은행,우리 경기도 소상공인지원자금(협조융자),대출,신용대출,소상공인,사업장이 경기도 소재인 소상공인 중 경기신용보증재단으로부터 자금 추천을 받은 업체,5년,1억원
우리은행,우리 사장님 생활비대출(새희망홀씨),대출,신용대출,개인사업자,"사업기간 1년 이상, 연소득 4천만원 이하 개인사업자",1년,2천만원
우리은행,우리 WON 갈아타기 직장인대출,대출,신용대출,근로소득자,"연소득 2천만원 이상, 근로소득자(현직장 6개월 이상 재직)",10년,3억원
우리은행,서울시(PPL),대출,신용대출,임직원,우리은행과 협약된 기관에 재직하고 있는 연소득 3천만원 이상의 임직원,10년,2억원
우리은행,공무원(PPL),대출,신용대출,공무원,공무원연금법을 적용받는 연소득 3천5백만원 이상의 공무원,10년,3억원
우리은행,공무원-융자추천서(PPL),대출,신용대출,공무원,공무원연금법을 적용받는 공무원 중 공무원연금공단으로부터 융자추천서를 받은 공무원,10년,"5,000만원"
우리은행,경찰공제회-신용(PPL),대출,신용대출,공무원,경찰공제회에 가입되어 있는 경찰공무원,10년,"1억 5,000만원"
우리은행,우리 청년도약대출(새희망홀씨),대출,신용대출,근로소득자,"만 34세 이하, 연소득 4천만원 이하 급여소득자",1년,5백만원
우리은행,우리 새희망홀씨(갈아타기),대출,신용대출,개인사업자,"근로소득자, 개인 사업자",7년,3천5백만원
우리은행,우리 전문직우대 대출(갈아타기),대출,신용대출,전문직,전문 자격증 보유자,5년,5억원
우리은행,우리 ESG 실천 협력기업 상생대출,대출,기업대출,기업,우리은행과 ESG 상생협약을 체결한 협약기업,1년,우리은행 여신규정에 따른 대출가능금액 범위
우리은행,우리 신성장동력 대출,대출,기업대출,기업,우리은행 내부 신용등급 BB(SOHO 5) 이상 기업,20년,제한없음
우리은행,우리 SGI협약 운전자금대출,대출,기업대출,기업,원비즈플라자 내 추천받은 당행 신용등급 BB(SOHO 6등급)이상 기업,3년,1천만원
우리은행,우리 프리미엄 비즈센터론,대출,기업대출,분양,우리은행에서 승인한 지식산업센터 또는 일반업무시설의 수분양자,3년,"지식산업센터 분양금액의 최대 80% 범위, 일반업무시설 분양금액의 최대 60% 범위"
우리은행,우량기업 수출입 패키지,대출,기업대출,기업,"아래 3가지 조건을 모두 충족하는 경우 가입 가능 당행 BRR 등급 BBB 이상 외감법인, 최근 결산 기준 매출액 100억원 이상, 최근 1년간 수출입실적 U 10만불 이상",1년,은행 한도산출
우리은행,지역신용보증재단 비대면 보증신청 서비스,대출,신용대출,개인사업자,개인신용평점이 595점 이상인 개인사업자(1년 이상 사업 영위),5년,7천만원
우리은행,우리은행 네이버 스마트플레이스 대출,대출,신용대출,개인사업자,스마트플레이스 개인사업자(6개월 이상 사업 영위),5년,4천만원
우리은행,우리 항공결제대금 지급보증,대출,기업대출,기업,IATA 정산시스템을 이용하는 회원사,1년,제한없음
우리은행,우리 WON플러스 직장인대출,대출,신용대출,근로소득자,근로소득자,5년,연 소득의 100% 이내
우리은행,우리 햇살론뱅크(스마트),대출,신용대출,개인,서민금융진흥원 신용보증서 발급 고객,5년,2천5백만원
우리은행,우리 클린플러스 보증서 대출,대출,기업대출,기업,기술보증기금 클린플러스(Clean) 보증서를 발급받은 중소기업,1년,보증서상 승인금액 범위
우리은행,우리 트러스트온 보증서 대출,대출,기업대출,기업,신용보증기금 트러스트온(Trust-On) 보증서를 발급받은 중소기업,1년,보증서상 승인금액 범위
우리은행,"우리 온(, ON)택트 보증서대출",대출,정책자금대출,개인사업자,개인사업자(1년 이상 사업 영위),5년,3천만원
우리은행,우리은행 네이버 스마트스토어 대출,대출,신용대출,개인사업자,스마트플레이스 개인사업자(6개월 이상 사업 영위),5년,4천만원
우리은행,우리 공공기관 매입약정 신축자금대출,대출,기업대출,주택건설등록업자,공공기관과 신축매입약정체결을 완료하고 HUG의 도심주택 특약보증 이 발급 가능한 당행 내부 신용등급 BRR BB0 이상 또는 SOHO 6등급 이상 인 민간주택사업자,HUG 도심주택 특약보증 승인기한,HUG 도심주택 특약보증 승인금액
우리은행,우리 ESG 혁신기업대출,대출,기업대출,기업,우리은행이 정한 신용등급 BBB0(SOHO 4)등급 이상 기업,20년,제한없음
우리은행,우리 Oh!(5)클릭 대출,대출,신용대출,개인사업자,개인사업자(1년 이상 사업 영위),5년,3천만원
우리은행,우리WON주택대출,대출,부동산대출,개인사업자,"개인사업자(1년 이상 사업 영위), 근로소득자(현직장 3개월 이상 재직)",40년,10억원
우리은행,우리 첫급여 신용대출,대출,신용대출,근로소득자,CB구간 1~4 이내의 근로소득자(현직장 1개월 이상 재직),5년,8천만원
우리은행,우리CUBE론-IP,대출,기업대출,기업,우리은행이 정한 신용등급 BB(소호 5)등급 이상 기업,20년,제한없음
우리은행,우리 WON하는 직장인대출,대출,신용대출,근로소득자,근로소득자,5년,3억원
우리은행,우리WON전세대출(주택보증),대출,전세자금대출,근로소득자,근로소득자(현직장 1년 이상 재직),2년,2억2천2백만원
우리은행,우리 청년맞춤형 전세대출,대출,전세자금대출,세대주,보증신청일 기준 민법상 성년으로 만 34세 이하인 무주택 세대주 또는 예비세대주,2년,2억원
우리은행,우리 청년맞춤형 월세대출,대출,전세자금대출,세대주,보증신청일 기준 민법상 성년으로 만 34세 이하인 무주택 세대주 또는 예비세대주,13년,1천2백만원
우리은행,우리스마트전세론(서울보증),대출,전세자금대출,근로소득자,근로소득자(현직장 3개월 이상 재직),2년,5억원
우리은행,우리CUBE론-X,대출,기업대출,기업,우리은행이 정한 신용등급 BB(소호 5)등급 이상 기업,20년,제한없음
우리은행,우리아파트론(월상환액고정형),대출,부동산대출,담보,아파트를 담보로 제공하는 개인,35년,유효담보가액 범위
우리은행,우리부동산론(월상환액 고정형),대출,부동산대출,담보,부동산을 담보로 제공하는 개인,35년,유효담보가액 범위
우리은행,버팀목전세자금(보증금 월세금)대출,대출,전세자금대출,개인,개인,10년,"4,500만원, 월세는 월 50만원 최대 2년"
우리은행,신탁수익권담보대출,대출,담보대출,개인사업자,개인 및 개인사업자,신탁의 만기일 범위,특정금전신탁의 종류별 평가액 또는 신탁원본 중 적은 금액에 담보인정비율을 적용한 한도
우리은행,정책자금 차입성대출,대출,정책자금대출,개인사업자,융자추천기관에서 대출 대상자로 추천된 개인사업자,융자추천기관에서 정한 기간,융자추천기관에서 정한 한도 범위
우리은행,정책자금 이차보전협약대출,대출,정책자금대출,개인사업자,추천기관에서 대출 대상자로 추천된 개인사업자 또는 법인,추천기관에서 정한 기간,추천기관에서 정한 금액
우리은행,집단대출(기업체 임직원대출),대출,신용대출,임직원,기업체임직원대출 대상 기업에 재직중인 임직원,업체별 상이,업체별 상이
우리은행,협력기업 상생대출,대출,기업대출,기업,우리은행과 상생협약을 체결한 협약기업이 추천한 협력중소기업,1년,은행이 정한 대출가능범위
우리은행,집주인융자형임대주택자금,대출,전세자금대출,주택건설등록업자,민간임대주택에 관한 특별법에서 정한 공공지원 민간임대사업자,8년,"가구당 수도권 1억원, 광역시 8천만원, 기타지역 6천만원 이내"
우리은행,우리공동구매보증서대출,대출,기업대출,기업,신용보증기금의 B2B플라자를 통한 물품구매 기업,5년,매매계약서상의 금액
우리은행,청년전용 버팀목 전세자금,대출,전세자금대출,개인,개인,2년,1.5억원(전세금액의 80%이내)
우리은행,내집마련 디딤돌 대출(생애최초주택구입 신혼가구),대출,전세자금대출,부부,부부합산 자산기준 4.88억원 이하인 고객,30년,3.2억원
우리은행,신혼가구전용 버팀목 전세자금,대출,전세자금대출,개인,개인,2년,전세금액의 80%
우리은행,민간임대주택 매입자금대출,대출,전세자금대출,주택건설등록업자,민간임대주택에 관한 특별법에서 정한 임대사업자로서 10년 이상 임대를 목적으로 주택을 매입하는 고객,10년,세대당 전용면적에 따라 상이
우리은행,민간임대주택 건설자금대출,대출,전세자금대출,주택건설등록업자,주택건설사업 등록업자,14년,세대당 전용면적에 따라 상이
우리은행,우리 징검다리론,대출,신용대출,개인,"서민금융대출을 완제, 성실히 상환중인 개인신용평점이 상위 80%에 해당하는 고객",5년,3천만원
우리은행,우리 주거래 직장인대출,대출,신용대출,근로소득자,3천만원 이상 근로소득자(현직장 1년 이상 재직),5년,2억원
우리은행,주거안정 월세대출,대출,전세자금대출,개인,개인,10년,월세 한도 내에서 매월 최대 60만원씩 2년간
우리은행,우리전세론전세금안심대출,대출,전세자금대출,임차인,전세보증금반환보증을 가입한 임차인,25개월,임차보증금의 80% 범위
우리은행,내집마련 디딤돌 대출,대출,전세자금대출,부부,부부합산 자산기준 4.88억원 이하인 고객,30년,2억원(생애최초 주택구입자 최대 2.4억원)
우리은행,우리전세론(서울보증-공공주택),대출,전세자금대출,임차인,공공주택사업자와 주택임대차계약을 체결한 임차인,2년,5억원
우리은행,손익공유형모기지,대출,전세자금대출,임차인,생애최초 또는 5년이상 무주택인 분,20년,2억원
우리은행,수익공유형모기지,대출,전세자금대출,임차인,생애최초 또는 5년이상 무주택인 분,20년,2억원
우리은행,오피스텔구입자금대출,대출,전세자금대출,부부,부부합산 자산기준 4.88억원 이하인 고객,20년,7천만원
우리은행,우리상생파트너론,대출,기업대출,기업,"주계약업체 우리은행 내부 신용등급(BRR) A-등급 이상 업체로 여신소관 심사반 이상의 전결권자 승인을 득한 기업, 협력기업 주계약업체에 물품 등을 공급하는 판매업체",1년,제한없음
우리은행,주거안정주택구입자금대출,대출,전세자금대출,부부,부부합산 자산기준 4.88억원 이하인 고객,30년,2억원
우리은행,B2B플러스대출,대출,기업대출,기업,당행 B2B 대출 상호지원 약정을 체결한 구매기업의 협력기업,5년,제한없음
우리은행,B2B 대출,대출,기업대출,기업,주계약업체 우리은행 내부 신용등급(BRR) BBB등급 이상 업체로 여신소관 심사반 이상의 전결권자 승인을 득한 기업 협력기업 주계약업체에 물품 등을 공급하는 판매업체,5년,제한없음
우리은행,우리 프랜차이즈론,대출,신용대출,개인사업자,우리은행이 선정한 프랜차이즈 가맹점을 운영 중인 개인사업자,5년,2억원
우리은행,우리 동산 채권 담보대출,대출,기업대출,개인사업자,"동산 채권 등의 담보에 관한 법률 및 담보약정에 따라 유형자산, 재고자산 또는 매출채권을 담보로 제공한 중소 중견기업 또는 개인사업자",4년,감정평가액(사정금액)의 80%
우리은행,u-보금자리론,대출,부동산대출,개인,개인,50년(10년 단위),3.6억원
우리은행,도시형 생활주택자금,대출,전세자금대출,주택건설등록업자,도시형 생활주택을 건설하고자 하는 사업자,30년,"7,000만원"
우리은행,우리전세론(서울보증일반),대출,전세자금대출,개인사업자,개인 및 개인사업자,2년,5억원
우리은행,우리부동산론(일반자금),대출,부동산대출,개인,부동산(아파트 제외)을 담보로 제공하는 개인,40년,유효담보가액 범위
우리은행,사업자대출 입주자앞 대환,대출,전세자금대출,분양계약자,적법한 분양계약자,20년,사업주체에게 세대별로 지원된 사업자대출 호당 대출잔액 범위 내
우리은행,우리 새희망홀씨,대출,신용대출,근로소득자,연소득 4천만원 이하,7년,3천5백만원
우리은행,주택연금대출(내집연금3종세트),대출,부동산대출,주택소유,배우자 또는 본인이 만 55세 이상인 주택소유자,주택연금보증서에 기재된 보증기한,주택담보노후연금보증서 상의 금액
우리은행,세이프 e-구매카드대출,대출,기업대출,기업,우리은행과 협약이 체결되어 있는 마켓플레이스 상에서 물건을 구매하는 구매기업,5년,현재 손익계산서에 의한 과거 1년간 매출원가 1 2 범위
우리은행,조달청 네트워크론,대출,기업대출,기업,조달청과 납품계약을 체결한 협력기업,1년,연간 매출액의 1 2
우리은행,세이프 e-구매자금대출,대출,기업대출,기업,우리은행과 협약이 체결되어 있는 마켓플레이스 상에서 물건을 구매하는 구매기업,1년,현재 손익계산서에 의한 과거 1년간 매출원가 1 2 범위
우리은행,후분양주택자금,대출,전세자금대출,주택건설등록업자,주택건설사업등록업자,3년,전용면적 및 지역등에 따라 상이
우리은행,공공분양주택자금,대출,전세자금대출,주택건설등록업자,주택건설사업등록업자,3년,"주택건설사업계획승인 대상주택 세대당 5,500만원 건축허가 대상주택 세대당 3,000만원"
우리은행,공공임대주택자금,대출,전세자금대출,주택건설등록업자,주택건설사업등록업자,15년,"전용면적 60 이하 세대당 5,500만원 이내, 전용면적 60 초과 85 이하 세대당 7,500만원 이내"
우리은행,우리아파트론(일반자금),대출,부동산대출,담보,아파트를 담보(분양아파트 후취담보 포함)로 제공하는 개인,40년,유효담보가액 범위
우리은행,우리 군인우대 대출,대출,신용대출,군인,3년 이상 복무한 중사 이상의 군인,10년,5천만원
국민은행,FORYOU장기대출,대출,담보대출,담보,주택을 담보로 대출 신청하는 고객,35년,담보조사 가격의 70 퍼센트 범위 내
국민은행,KBCOFIX연동모기지론,대출,담보대출,담보,주택을 담보로 대출 신청하는 고객,35년,담보조사 가격의 70 퍼센트 범위 내
국민은행,KB경락주택구입자금대출,대출,담보대출,주택매매,경매 또는 공매주택 매각 경락 허가 결정을 얻은 분으로서 은행에서 정한 소정의 자격자,35년,소요자금의 100 퍼센트 와 담보조사가격의 70 퍼센트 범위내
국민은행,KB골든라이프주택연금론,대출,담보대출,담보,"만 40세 이상인 고객으로 본인소유 배우자 공동소유 포함 의 주거용주택을 전액 담보 제공하는 개인 단, 만 55 세 미만 고객의 경우, 대출신청 접수일 기준 실직 또는 폐업 관련 증빙서류 제출시 가능",30년,10억
국민은행,KB그린리모델링협약대출가계,대출,담보대출,주택건설등록업자,그린리모델링 창조센터로부터 사업 변경 확인서 및 사업완료 확인서를 발급받은 만 19세 이상 주택소유자로서 KB국민은행 대출심사기준을 통과하고 주택금융신용보증서가 발급되는 고객,5년,1억
국민은행,KB분할상환모기지론,대출,담보대출,담보,주택을 담보로 대출 신청하는 고객 주택구입 신축 경락주택 구입자금대출,30년,"담보조사 가격 및 소득금액, 담보물건지 지역 등에 따른 대출 가능금액 이내"
국민은행,KB월상환액고정형주택담보대출,대출,담보대출,담보,주택을 담보로 대출 신청하는 고객 주택구입 신축 경락주택 구입자금대출,30년,"담보조사 가격 및 소득금액, 담보물건지 지역 등에 따른 대출 가능금액 이내"
국민은행,KB일반부동산담보대출,대출,담보대출,담보,"일반부동산 상가, 오피스텔, 나대지 등 을 담보로 대출 신청하는 고객",35년,"담보조사가격 및 소득금액, 담보물건지 지역 등에 따른 대출가능금액 이내 통장자동대출은 최고 3억원 이내"
국민은행,KB적격전환대출,대출,담보대출,부부,"대출신청일 현재 채무자와 배우자의 총 주택 보유수가 본건 담보주택을 제외하고 무주택이며, 부부합산 연소득이 6천만원 이하",30년,3억원
국민은행,KB주택구입자금대출,대출,담보대출,주택매매,주택을 구입하시는 분,35년,매매 분양 계약서상 매매금액의 100 퍼센트 와 담보조사 가격의 60 퍼센트 범위 내
국민은행,KB주택구입자금대출집단입주잔금대출,대출,담보대출,분양,은행이 승인한 사업장의 입주예정자 무보증취급 후 후취담보 취득 방식은 수분양자 본인이 입주하는 경우만 가능,40년,소요자금의 100 퍼센트 이내
국민은행,KB주택담보대출,대출,담보대출,담보,주택을 담보로 대출 신청하는 고객 주택구입 신축 경락주택 구입자금대출 및 통장자동대출 포함,50년,3억원
국민은행,KB청약주택종합저축담보대출,대출,담보대출,담보,은행이 인정하는 본인 단독명의의 당행 주택기금 청약상품을 담보로 제공하는 자,2년,주택기금 청약상품 납입액의 95 퍼센트 이내
국민은행,KB폐업지원대환대출부동산담보,대출,담보대출,개인사업자,국민은행에서 사업자대출 부동산담보 을 이용중인 개인사업자로서 모든 사업장을 폐업하거나 폐업 예정인 고객님,30년,대환대상 기업대출 잔액 이내
국민은행,KB골든라이프공사주택연금론,대출,담보대출,담보,"일반형 주담대상환용은 소유자 또는 배우자 만55세 이상, 보유주택 12억원 이하 1주택 또는 합산 12억 이하 다주택 인 경우",연금보증서 지정 기간,주택담보노후연금보증서상의 보증금액
국민은행,KB나라사랑대출주택자금,대출,담보대출,군인,무주택자로서 국가보훈부로부터 전자문서로 대출 추천을 받은 국가유공자 및 장기복무 10년이상 복무 한 제대군인 고객,20년,"주택구입 신축자금담보조사가격에 의한 대출 가능금액, 아파트 분양자금분양계약서상 분양금액, 주택 전세자금임차보증금 100 퍼센트 범위내"
국민은행,KB내집연금연계대출,대출,담보대출,담보,KB골든라이프 공사주택연금론 주담대전환형 을 신청하고 해당 대출만으로 기존 주택담보대출을 전액상환하기에는 자금이 부족하여 추가 대출이 필요한 고객,10년,1천만원원
국민은행,KB스타아파트담보대출구입자금,대출,담보대출,담보,KB시세정보가 제공되는 본인명의 또는 배우자와의 공동명의 아파트를 담보로 제공하여 대출을 신청하는 소득확인 가능고객,50년,10억원
국민은행,KB임대보증금반환자금보증대출,대출,담보대출,주택건설등록업자,임대차계약의 기간 만료 임대차계약 기간 만료 후 동일한 주택에서 동일한 임차인과 임대보증금을 인하하여 계약갱신하는 경우 포함 등으로 임차인에게 임대보증금을 반환하기 위하여 대출을 받고자 하는 임대인으로 주택금융신용보증서가 발급되는 개인,2년,
국민은행,당타행예부적금등유가증권담보대출,대출,담보대출,담보,"은행이 인정하는 금융기관 은행 의 예 부 적금 등 및 국채 지방채 공채, 은행발행 양도성예금증서 CD 표지어음 환매조건부채권 RP 에 한하여 담보로 제공하는 고객 후순위채권, 신종자본증권은 담보로 취득할 수 없음",5년,담보평가에서 정한 대출가능금액 이내
국민은행,당행예부적금등수신금리연동담보대출,대출,담보대출,담보,은행이 인정하는 본인 단독명의의 당행 예 부 적금 신탁 등을 담보로 제공하는 자,1년,예부적금잔액의 95 퍼센트
국민은행,법인예금담보임직원대출,대출,담보대출,임직원,KB 국민은행과 협약을 체결한 법인이 추천한 임직원,법인정기예금의 만기일 이내,법인이 담보로 제공한 정기예금의 95 퍼센트 이내
국민은행,부동산담보대출,대출,담보대출,담보,부동산을 담보로 대출 신청하는 고객,35년,3억원
국민은행,부동산담보대출채무조정전환제도,대출,담보대출,담보,"가계 부동산 담보대출로서 대출 신규일로부터 1년 이상 경과된 계좌, 대출잔액 한도거래대출은 한도약정액 이 1억원 이하인 계좌 조건을 모두 충족하고, 재무적 곤란 사유를 제출하는 고객",10년,전환대출 신청시점의 대출잔액 범위 내
국민은행,부동산담보신탁수익증권증서담보대출,대출,담보대출,담보,부동산 신탁회사의 부동산담보신탁 수익증권을 담보로 제공하는 개인,5년,3억원
국민은행,분양토지중도금대출,대출,담보대출,분양,"국가지방자치단체지방공사주택공사토지공사가 분양하는 단독주택용지, 근린생활시설용지, 상업용지 체비지 등을 포함 를 공급 받고자 계약을 체결한 개인 또는 개인사업예정자","일시상환3년, 분할상환8년",분양계약서상의 분양가격의 50 퍼센트 와 분양계약서상의 분양가격을 기준으로 지역별 대지에 대한 담보운용비율 중 작은 금액 이내
국민은행,안심전환대출,대출,담보대출,주택소유,민법상 성년으로 주택 보유 수 주택 가격 소득 자격을 모두 충족하는 대한민국 국민,30년,3. 6억원
